Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,FREE_TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
VOC,Gordon Geelong Institute of TAFE,Melbourne (Geelong City Campus),CHC43015 Certificate IV in Ageing Support,Science and Health Science,12894,12894,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/chc43015-certificate-iv-in-ageing-support,English,A,"Are you currently working in an Aged Care role and would like to upgrade and increase your knowledge and skills to be able to operate at a senior or supervisor level?

You will build on existing skills by attending weekly workshops and undertaking workplace based projects. The course includes a combination of class theory and work placement building on your knowledge and practical industry experience.

This is a FREE TAFE COURSE in 2021. Click here for eligibility criteria. Senior personal care worker
Community care supervisor/team leader",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17 or over at the time of course commencement
Currently working in the industry as a personal carer 
Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2 
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer",Traineeship,Yes,Coordinate services for older people,,,Deliver care services using a palliative approach,,,Develop and maintain networks and collaborative partnerships,,,Facilitate individual service planning and delivery,,,Facilitate the empowerment of older people,,,Facilitate the interests and rights of clients,,,Follow safe work practices for direct client care,,,Implement interventions with older people at risk,,,Manage legal and ethical compliance,,,Meet personal support needs,,,Provide support to people living with dementia,,,Recognise healthy body systems,,,Support independence and wellbeing,,,Support relationships with carers and families,,,Work with diverse people,,,Address the needs of people with chronic disease,,,Assist clients with medication,,,Implement falls prevention strategies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Geelong City Campus),CHC43415 Certificate IV In Leisure and Health,English,16260,16260,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/chc43415-certificate-iv-in-leisure-and-health,English,A,"Would you like to coordinate health and leisure activities and programs for clients in a range of sectors? This course equips you with the skills and knowledge to participate in the design, implementation and evaluation of these programs. The course includes a combination of class theory and work placement which builds your skills and knowledge, as well as your practical industry experience. Throughout the course, you will learn to work effectively in leisure and health industries, and contribute to the programming for clients with complex needs. You will also build your knowledge of safe work practices, lifespan development and sociological concepts, communication and relationship building and professional practices.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Recreation officer in aged care/community facility",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17 or over at the time of course commencement
Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2 
Police Check required for industry placement",Traineeship,No,Confirm physical health status,,,Contribute to leisure and health programming,,,Follow safe work practices for direct client care,,,Incorporate lifespan development and sociological concepts into leisure and health programming,,,Participate in planning leisure and health programs for clients with complex needs,,,Participate in the planning implementation and monitoring of individual leisure and health programs,,,Reflect on and improve own professional practice,,,Use communication to build relationships,,,Work effectively in the leisure and health industries,,,Work with diverse people,,,Facilitate the empowerment of older people,,,Follow established person-centred behaviour supports,,,Provide support to people living with dementia,,,Recruit induct and support volunteers,,,Respond effectively to behaviours of concern,,,Support community participation and social inclusion,,,Support independence and wellbeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,,CHC43415 Certificate IV In Leisure and Health,English,16260,16260,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/chc43415-certificate-iv-in-leisure-and-health,English,A,"Would you like to coordinate health and leisure activities and programs for clients in a range of sectors? This course equips you with the skills and knowledge to participate in the design, implementation and evaluation of these programs. The course includes a combination of class theory and work placement which builds your skills and knowledge, as well as your practical industry experience. Throughout the course, you will learn to work effectively in leisure and health industries, and contribute to the programming for clients with complex needs. You will also build your knowledge of safe work practices, lifespan development and sociological concepts, communication and relationship building and professional practices.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Recreation officer in aged care/community facility",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17 or over at the time of course commencement
Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2 
Police Check required for industry placement",Traineeship,No,Confirm physical health status,,,Contribute to leisure and health programming,,,Follow safe work practices for direct client care,,,Incorporate lifespan development and sociological concepts into leisure and health programming,,,Participate in planning leisure and health programs for clients with complex needs,,,Participate in the planning implementation and monitoring of individual leisure and health programs,,,Reflect on and improve own professional practice,,,Use communication to build relationships,,,Work effectively in the leisure and health industries,,,Work with diverse people,,,Facilitate the empowerment of older people,,,Follow established person-centred behaviour supports,,,Provide support to people living with dementia,,,Recruit induct and support volunteers,,,Respond effectively to behaviours of concern,,,Support community participation and social inclusion,,,Support independence and wellbeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Werribee Watton Campus),CHC43415 Certificate IV In Leisure and Health,English,16260,16260,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/chc43415-certificate-iv-in-leisure-and-health,English,A,"Would you like to coordinate health and leisure activities and programs for clients in a range of sectors? This course equips you with the skills and knowledge to participate in the design, implementation and evaluation of these programs. The course includes a combination of class theory and work placement which builds your skills and knowledge, as well as your practical industry experience. Throughout the course, you will learn to work effectively in leisure and health industries, and contribute to the programming for clients with complex needs. You will also build your knowledge of safe work practices, lifespan development and sociological concepts, communication and relationship building and professional practices.

This course is eligible for JobTrainer and Free TAFE in 2021. Click here for eligibility criteria. Recreation officer in aged care/community facility",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17 or over at the time of course commencement
Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2 
Police Check required for industry placement",Traineeship,No,Confirm physical health status,,,Contribute to leisure and health programming,,,Follow safe work practices for direct client care,,,Incorporate lifespan development and sociological concepts into leisure and health programming,,,Participate in planning leisure and health programs for clients with complex needs,,,Participate in the planning implementation and monitoring of individual leisure and health programs,,,Reflect on and improve own professional practice,,,Use communication to build relationships,,,Work effectively in the leisure and health industries,,,Work with diverse people,,,Facilitate the empowerment of older people,,,Follow established person-centred behaviour supports,,,Provide support to people living with dementia,,,Recruit induct and support volunteers,,,Respond effectively to behaviours of concern,,,Support community participation and social inclusion,,,Support independence and wellbeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,Site Search,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/hlt33015-certificate-iii-in-allied-health-assistan,English,A,,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),HLT43015 Certificate IV in Allied Health Assistance,English,13982,13982,AUD,Course,2,Years,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/hlt43015-certificate-iv-in-allied-health-assistanc,English,A,"Would you like to enter the allied health industry in a support role, working with professionals in a variety of workplace settings such as physiotherapy, occupational therapy, dietetics, speech therapy or podiatry? The course has been designed in consultation with industry and includes both theory and hands-on learning. If you are employed in the allied health industry you can also undertake this course as a traineeship where you will learn to provide therapeutic and program-related support under the guidance of allied health professionals.

The course is offered in two study modes. The full-time course covers the Physiotherapy specialisation, with classes delivered at the Geelong City Campus and East Geelong Campus. Work placement is completed as part of your study, in the workplace.
The traineeship format includes the Physiotherapy specialisation. If you are not currently employed an Australian Apprenticeship Support Network Provider may be able to assist you in finding an employer in the allied health industry, and can also start your application and enrolment process.",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17 years or over at the time of course commencement
Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2 
A current working with Children Check for applicants 18 and over & Police Check required for industry work placement
Students must be capable of meeting the physical requirements of the job role",Traineeship,No,Communicate and work in health or community services,,,Confirm physical health status,,,Follow safe work practices for direct client care,,,Interpret and apply medical terminology appropriately,,,Manage legal and ethical compliance,,,Recognise healthy body systems,,,Work with diverse people,,,Assist with an allied health program,,,Assist with movement,,,Conduct group sessions for individual client outcomes,,,Deliver and monitor a client-specific physiotherapy program,,,Facilitate the empowerment of older people,,,Facilitate the empowerment of people with disability,,,Plan and monitor continuous improvement,,,Respond effectively to behaviours of concern,,,Support the delivery and monitoring of physiotherapy programs for mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Geelong City Campus),HLT43015 Certificate IV in Allied Health Assistance,English,13982,13982,AUD,Course,2,Years,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/hlt43015-certificate-iv-in-allied-health-assistanc,English,A,"Would you like to enter the allied health industry in a support role, working with professionals in a variety of workplace settings such as physiotherapy, occupational therapy, dietetics, speech therapy or podiatry? The course has been designed in consultation with industry and includes both theory and hands-on learning. If you are employed in the allied health industry you can also undertake this course as a traineeship where you will learn to provide therapeutic and program-related support under the guidance of allied health professionals.

The course is offered in two study modes. The full-time course covers the Physiotherapy specialisation, with classes delivered at the Geelong City Campus and East Geelong Campus. Work placement is completed as part of your study, in the workplace.
The traineeship format includes the Physiotherapy specialisation. If you are not currently employed an Australian Apprenticeship Support Network Provider may be able to assist you in finding an employer in the allied health industry, and can also start your application and enrolment process.",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17 years or over at the time of course commencement
Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2 
A current working with Children Check for applicants 18 and over & Police Check required for industry work placement
Students must be capable of meeting the physical requirements of the job role",Traineeship,No,Communicate and work in health or community services,,,Confirm physical health status,,,Follow safe work practices for direct client care,,,Interpret and apply medical terminology appropriately,,,Manage legal and ethical compliance,,,Recognise healthy body systems,,,Work with diverse people,,,Assist with an allied health program,,,Assist with movement,,,Conduct group sessions for individual client outcomes,,,Deliver and monitor a client-specific physiotherapy program,,,Facilitate the empowerment of older people,,,Facilitate the empowerment of people with disability,,,Plan and monitor continuous improvement,,,Respond effectively to behaviours of concern,,,Support the delivery and monitoring of physiotherapy programs for mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,25G01444 Introduction to Wildlife Care,Science and Health Science,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01444-introduction-to-wildlife-care-(1),English,A,"If you have a love for our native wildlife and would like to become involved in their care, or would like to know the right thing to do when you come across an injured animal needing help, then this course will provide the basic information you need.

The course explores what is involved in becoming a volunteer wildlife rehabilitator, from the regulations governing rescue and shelter operation to what it takes to care for injured wildlife. You will also learn about basic rescue and transport techniques for any injured animals you may come across in your day to day life

Wildlife Part 1: Introduction to Rescue and Care.
Wildlife Part 2: Rescue and First Aid Techniques

If you are interested in learning more about how you can help injured wildlife that you might discover during your travels, or what you pet ‘finds’ for you in your backyard, then this continuation course offers the chance to develop your skills further.

This course will expand your existing rescue techniques, and includes basic assessment and first aid procedures that can be utilised in the field. 

A statement of participation is issued upon the completion of the course. Facebook

     Twitter

     Instagram.com

     Youtube

     Pinterest",,Australia,No,Yes,No,Yes,No,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,Site Search,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01793-wildlife-emergency-assessment-and-care-fo,English,A,,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),ACM20117 Certificate II in Animal Studies,Science and Health Science,4740,4740,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/acm20117-certificate-ii-in-animal-studies,English,A,"~ This course is in transition. 
    The course code, title, units and content may change in future. Further information will be provided on The Gordon website, upon enrolment and/or during the course of your training. Animal shelter assistant
Pet shop assistant
Animal service provider",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be 16 years or over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Applicants are expected to have literacy and numeracy skills at Year 10 or Australian Core Skills Framework Level 2
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer",Normal,No,Assist in health care of animals,,,Complete animal care hygiene routines,,,Feed and water animals,,,Participate in environmentally sustainable work practices,,,Participate in workplace communications,,,Participate in workplace health and safety processes,,,Provide basic first aid for animals,,,Work in the animal care industry,,,Provide basic care of domestic cats,,,Provide basic care of mammals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Werribee Campus),ACM20117 Certificate II in Animal Studies,Science and Health Science,4740,4740,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/acm20117-certificate-ii-in-animal-studies,English,A,"~ This course is in transition. 
    The course code, title, units and content may change in future. Further information will be provided on The Gordon website, upon enrolment and/or during the course of your training. Animal shelter assistant
Pet shop assistant
Animal service provider",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be 16 years or over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Applicants are expected to have literacy and numeracy skills at Year 10 or Australian Core Skills Framework Level 2
Apprenticeship and traineeship applicants must be currently employed under a training contract and referred by their employer",Normal,No,Assist in health care of animals,,,Complete animal care hygiene routines,,,Feed and water animals,,,Participate in environmentally sustainable work practices,,,Participate in workplace communications,,,Participate in workplace health and safety processes,,,Provide basic first aid for animals,,,Work in the animal care industry,,,Provide basic care of domestic cats,,,Provide basic care of mammals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),ACM30117 Certificate III in Animal Studies,Science and Health Science,6884,6884,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/acm30117-certificate-iii-in-animal-studies,English,A,"~ This course is in transition. 
    The course code, title, units and content may change in future. Further information will be provided on The Gordon website, upon enrolment and/or during the course of your training. Veterinary nurse
Animal care products advisor
Veterinary clinic attendant
Kennel handler",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 or over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Applicants are expected to have literacy at Year 11 or  Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2",Normal,No,Complete animal care hygiene routines,,,Comply with infection control policies and procedures in animal care work,,,Contribute to workplace health and safety processes,,,Maintain and monitor animal health and wellbeing,,,Participate in environmentally sustainable work practices,,,Participate in workplace communications,,,Plan for and provide nutritional requirements for animals,,,Provide advice on companion animal selection and general care,,,Provide basic care of birds,,,Provide basic care of mammals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Ballarat,ACM30117 Certificate III in Animal Studies,Science and Health Science,6884,6884,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/acm30117-certificate-iii-in-animal-studies,English,A,"~ This course is in transition. 
    The course code, title, units and content may change in future. Further information will be provided on The Gordon website, upon enrolment and/or during the course of your training. Veterinary nurse
Animal care products advisor
Veterinary clinic attendant
Kennel handler",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 or over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Applicants are expected to have literacy at Year 11 or  Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2",Normal,No,Complete animal care hygiene routines,,,Comply with infection control policies and procedures in animal care work,,,Contribute to workplace health and safety processes,,,Maintain and monitor animal health and wellbeing,,,Participate in environmentally sustainable work practices,,,Participate in workplace communications,,,Plan for and provide nutritional requirements for animals,,,Provide advice on companion animal selection and general care,,,Provide basic care of birds,,,Provide basic care of mammals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Werribee Campus),ACM30117 Certificate III in Animal Studies,Science and Health Science,6884,6884,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/acm30117-certificate-iii-in-animal-studies,English,A,"~ This course is in transition. 
    The course code, title, units and content may change in future. Further information will be provided on The Gordon website, upon enrolment and/or during the course of your training. Veterinary nurse
Animal care products advisor
Veterinary clinic attendant
Kennel handler",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 or over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Applicants are expected to have literacy at Year 11 or  Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2",Normal,No,Complete animal care hygiene routines,,,Comply with infection control policies and procedures in animal care work,,,Contribute to workplace health and safety processes,,,Maintain and monitor animal health and wellbeing,,,Participate in environmentally sustainable work practices,,,Participate in workplace communications,,,Plan for and provide nutritional requirements for animals,,,Provide advice on companion animal selection and general care,,,Provide basic care of birds,,,Provide basic care of mammals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (East Geelong Campus),ACM30417 Certificate III In Companion Animal Services,Business & Commerce & Finance & Accounting,9167,9167,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/acm30417-certificate-iii-in-companion-animal-servi,English,A,"~ This course is in transition. 
    The course code, title, units and content may change in future. Further information will be provided on The Gordon website, upon enrolment and/or during the course of your training. Pet shop/aquarium assistant
Kennel or cattery attendant
Assistant/service dog trainer
Pet exerciser
Grooming assistant
Welfare officer
Wildlife carer
Quarantine officer
Animal behaviourist",,Australia,No,Yes,No,Yes,No,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 16 years and over at the time of course commencement
Any student under the age of 17 must provide a Transition from School form prior to undertaking this course.
Applicants are expected to have literacy at Year 11 or  Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2",Normal,No,Complete animal care hygiene routines,,,Comply with infection control policies and procedures in animal care work,,,Contribute to workplace health and safety processes,,,Maintain and monitor animal health and wellbeing,,,Participate in environmentally sustainable work practices,,,Work effectively in the companion animal industry,,,Capture handle and transport companion animals,,,Identify and respond to animal behaviour,,,Plan for and provide nutritional requirements for animals,,,Provide advice on companion animal selection and general care,,,Provide basic care of birds,,,Provide basic care of mammals,,,Provide basic care of rodents and rabbits,,,Provide enrichment for animals,,,Rescue animals and apply basic first aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
