Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Griffith University,Brisbane,Master of Electronic and Computer Engineering,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-electronic-and-computer-engineering-5649,English,A,"You will develop advanced knowledge in electronics allowing you to work in the many different disciplines of electronics, focusing on the area of electronic computing and the prolific use of microprocessors and computing hardware in modern devices. The degree program also incorporates study of engineering leadership skills, the opportunity to undertake elective courses in your area of interest and a full trimester research project.",You will find opportunities in large companies involved in electronic based infrastructure and smaller companies undertaking design and/or manufacture.,Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Electronic and Energy Engineering,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-electronic-and-energy-engineering-5645,English,A,"You will develop advanced technical expertise in diverse areas of electronic and energy engineering, allowing you to work in the many different disciplines of electronics. You will also further your understanding of the use of both classical and the latest electronic technology to allow the generation, distribution, efficient use and storage of energy. The degree also incorporates the opportunity to undertake elective courses in your area of interest and a full trimester research project.","You will find career opportunities in energy industries in both technical and management roles. Roles will be available in larger energy resource companies interested in providing energy or energy discipline consultation. Similarly, you may also find career opportunities with electronics companies who provide products and services in the area of energy efficiency, storage products and renewable energy production equipment.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Electronic and Sport Engineering,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-electronic-and-sport-engineering-5643,English,A,"Electronic and sport engineers work in the exciting cutting-edge area of high technology in sport. In this degree, you will gain the advanced core knowledge needed in the electronics area, specialising in sport technology. You will also develop skills in engineering leadership and research. Most elite sporting bodies and institutes now employ a vast array of high technology training and monitoring techniques. This equipment is designed and maintained by engineers who also develop new methods of applying this technology for training and rehabilitation. This degree also incorporates the opportunity to undertake elective courses in your area of interest and a full trimester research project.","You will be prepared for senior roles in electronic engineering and have the skills needed to specialise in sport engineering. You will find career opportunities developing new technologies with manufacturers, applying technologies within sporting organisations, developing new training technology-based regimes with elite sport groups or in research bodies.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Engineering Project Management,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-engineering-project-management-5660,English,A,"This program teaches engineering and project management to the future engineering leaders, equipping them with the skills they need to compete globally. The program provides engineering graduates with the art and science of managing engineering projects. The program is ideal for professional graduate engineers who aspire to develop their managerial skills and advance their capabilities to initiate, plan, resource and execute real-world engineering projects.","Graduates of this program have a wide range of career opportunities. They can pursue careers in consulting, private or public sector organisations. Our graduates have gone on to successful careers in a variety of industry sectors including built environment, civil infrastructure, oil and gas, mining, energy, and facility and asset management services. Some of the roles they have gone into are project engineer, project manager, contracting manager and team leaders.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Engineering Project Management Advanced,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-engineering-project-management-advanced-5693,English,A,This program provides students with advanced study in engineering project management. It is designed to extend and deepen the knowledge and skills gained from an undergraduate degree in engineering. It is ideal for professional engineers who aspire to develop their project management skills and advance their capabilities to manage significant engineering projects across a wide range of engineering applications. The program provides a pathway to a research higher degree.,"Project managers have a wide range of career opportunities in the building, construction, infrastructure, manufacturing, and mining industries. They manage projects for a variety of public and private sector clients. Given the current shortage of project management engineering graduates and experienced project managers coupled with the huge investment in infrastructure projects internationally, this degree will enable recently qualified engineering graduates to improve their specialist technical skills.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Environment,Science and Health Science,34500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-environment-5611,English,A,"This degree provides training for people who wish to help to make society more sustainable. It also provides opportunities for those who want to move into more senior management positions. You will develop the ability to work in multidisciplinary teams, to contribute to policy-making processes and to run environmental management systems.","Climate Change Adaptation: You will be equipped with the skills and knowledge needed to work in the areas of environmental climate change and policy-making. You may find work in the public sector, business or community organisations as an environmental assessment officer, project officer, project manager or policy officer. Economics and Policy: Addressing the challenge of sustainability has created employment opportunities in environmental economics and policy making across the business, government and community sectors. You may find work as a policy officer, policy advisor, environmental assessment officer or management consultant. Environmental Protection: You will be equipped with the essential skills in environmental protection policy and practice needed to work in consulting firms and in government agencies, such as the Department of Natural Resources and Mines, and the Australian Quarantine and Inspection Service. Your work will be focused on improving environmental management, quarantine and biosecurity outcomes in careers such as environmental monitoring and compliance officer, environmental assessment officer or project officer.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Environmental Engineering,Engineering,37500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-environmental-engineering-5593,English,A,"You will gain an in-depth understanding of environmental engineering problems and issues, and have the opportunity to specialise in high-demand areas such as solid and hazardous waste management, water treatment, wastewater treatment, air quality monitoring and control and renewable energy. You will develop the skills to incorporate sustainability concepts into engineering work practices from various discipline backgrounds.","You will be prepared for leading environmental engineering practices in the public sector, resource related sectors, infrastructure sectors, and the consulting engineering sector. You will have the skills to work in organisations that deal with solid and hazardous waste, wastewater and air pollution control.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Environmental Engineering and Pollution Control,Engineering,37500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-environmental-engineering-and-pollution-control-5648,English,A,"You will gain an in-depth understanding of environmental engineering problems and issues, and have the opportunity to specialise in high-demand areas such as solid and hazardous waste management, water treatment, wastewater treatment, air quality monitoring and control and renewable energy. You will develop the skills to incorporate sustainability concepts into engineering work practices from various discipline backgrounds.","You will be prepared for leading environmental engineering practices in the public sector, resource related sectors, infrastructure sectors, and the consulting engineering sector. You will have the skills to work in organisations that deal with solid and hazardous waste, wastewater and air pollution control.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Finance,Business & Commerce & Finance & Accounting,32500,,AUD,Years,,,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-finance-5583,English,A,"In the Master of Finance you will gain technical competencies and analytical skills and learn how to apply financial theory and quantitative techniques to make effective financial and investment decisions. You will build a solid foundation in finance using practically relevant CFA Institute Body of Knowledge based curriculum, which will prepare you to take on new challenges in the increasingly globalised and competitive financial sector. The Master of Finance has two different entry points depending on your previous studies: Standard pathway: If you are interested in moving into the field and do not have a background in finance, you will complete the standard pathway (2 years) which includes a compulsory foundation component. Advanced standing pathway: If you have a prior finance degree you will follow the advanced standing pathway (1.5 years) and skip the foundation course component. You will focus on core finance courses. Griffith University offers a range of flexible delivery modes including on-campus and online. Find out more about our Finance programs.","The Master of Finance is a comprehensive postgraduate program, which equips students with the knowledge and skills suitable for a variety of jobs in financial services industry. It helps to build strong understanding of major investments products and markets in the finance industry, such equity, fixed income, alternative investments and derivatives. This understanding is then applied in the process of portfolio planning and construction, and wealth management and financial advice with the emphasis on ethical and sustainable professional practices. To ensure students are able to tackle complexity of the problems, the program enables student's to improve upon their quantitative skills, communication and problem solving skills, as well as to acquire knowledge in economics, financial statements analysis and taxation. 
Graduates will have career opportunities in areas such as superannuation and fund management, corporate finance, wealth management, banking, risk management, financial advisory and treasury. To ensure that students can optimise their career opportunities, when you join the program you will join the Finance and Financial Planning at Griffith LinkedIn group to allow you network with other students and Course Convenors. In addition, in each course, you will be able to engage with other students through digital mediums. Further, even though you will be studying online you will be able to come to all of the Griffith Business School events as well as using the Griffith University career services.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Finance,Business & Commerce & Finance & Accounting,32500,,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-finance-5592,English,A,"The Master of Finance offers comprehensive preparation for those  wishing to pursue or advance their career in the finance and investments  industry. You will gain technical competencies and analytical skills and learn  how to apply financial theory and quantitative techniques to make effective financial and investment decisions. You will build a solid foundation in finance and gain an in-depth understanding of investment principles  with a strong appreciation of ethical and professional standards focusing on the curriculum of CFA  Level II and III and  CAIA examinations. You will develop the skills to critically analyse issues in the investment  profession relating to stock markets, fixed-income and alternative instruments, derivatives, and portfolio or wealth management, preparing you to take on new challenges in the increasingly globalised and competitive financial sector. The Master of Finance has two different entry points depending on your previous studies: Standard pathway: If you are interested in moving into the field and do not have a background in finance, you will complete the standard pathway (2 years) which includes a compulsory foundation component. Advanced standing pathway: If you have a prior finance degree you will follow the advanced standing pathway (1.5 years) and skip the foundation course component. You will focus on core finance courses and advanced electives. High-performing students may have the opportunity to undertake a major research project in place of advanced electives. This option can serve as a pathway to higher research degrees. Griffith University offers a range of flexible delivery  modes including on-campus and online. Find out more about our Finance programs.","You will be prepared for employment in mutual funds, superannuation funds, banks, insurance companies, treasury and stockbroking. Other careers might include foreign exchange dealers, futures and options traders, portfolio managers, risk analysts and financial advisers.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,,Master of Financial Planning,Business & Commerce & Finance & Accounting,32500,,AUD,Years,,,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-financial-planning-5685,English,A,"This program will be available for commencing students in 2020. From 2021, commencing students are referred to the Master of Financial Planning (5686). The Master of Financial Planning program provides the high level knowledge and skills required of the modern financial adviser to start and progress their career. This includes coverage of the practice and theory of financial planning including financial markets, investments, risk management, taxation, retirement and estate planning, and behavioural finance. You will graduate with a degree accredited under the new standards set out by the Financial Adviser Standards and Ethics Authority (FASEA). The program has a foundation component (Graduate Certificate) which allows those without a prior degree in financial planning and those looking for a career change to participate. Those with qualifications and experience in the field can also enter the program and progress to the advanced level study. Standard pathway: If you are interested in moving into the field and do not have a background in financial planning, you will complete the standard pathway (2 years) which includes a compulsory foundation component. Advanced standing pathway: If you have a prior financial planning degree you will follow the advanced standing pathway (1.5 years) and skip the foundation course component. You will focus on core financial planning courses. Griffith University offers a range of flexible delivery modes including on-campus and online. Find out more about our Financial Planning programs.","Career opportunities exist in the financial services industry (namely, banks, funds management and financial planning companies) in various roles including client services officers, business development, client administration officers and trainee para-planners. Employment opportunities in financial planning are increasing this is because of succession planning issues (with many planners reaching retirement age), an increase in the level of education requirements for planners and an increase in the population of individuals that require financial advice. To ensure that you can optimise your career opportunities, when you join the program you will join the Finance and Financial Planning at Griffith LinkedIn group to allow you network with other students and Course Convenors. In addition, in each course, you will be able to engage with other students through digital mediums. Further, even though you will be studying online you will be able to come to all of the Griffith Business School events as well as using the Griffith University career services.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Financial Planning,Business & Commerce & Finance & Accounting,32500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-financial-planning-5665,English,A,"This program will be available for commencing students in 2020.
From 2021, commencing students are referred to the Master of Financial Planning (5686). The Master of Financial Planning provides the high level knowledge and skills required of the modern financial adviser to start and progress their career. This includes coverage of the practice and theory of financial planning including financial markets, investments, risk management, taxation, retirement and estate planning, and behavioural finance. The program has a foundation component (Graduate Certificate) which allows those without a prior degree in financial planning and those looking for a career change to participate. Those with qualifications and experience in the field can also enter the program and progress to the advanced level study. This two year program includes work  placements and research projects. Griffith University offers a range of flexible delivery modes including on campus and online. Find out more about  our Financial Planning programs.","Upon completion of the program, career opportunities exist in the financial services industry (namely, banks, funds management and financial planning companies) in various roles including client services officers, authorised representatives, financial advisers and para-planners.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Financial Planning,Business & Commerce & Finance & Accounting,32500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-financial-planning-5686,English,A,"From Trimester 3, 2020, this program is offered as an online program only.  The Master of Financial Planning provides the high level knowledge and skills  required of the  modern financial adviser to  start and progress their career. This includes coverage of the practice and theory of financial planning including financial markets, investments, risk  management, taxation, retirement and estate planning, and behavioural finance. You will graduate with a degree accredited under the new standards set out by the Financial Adviser Standards and Ethics Authority (FASEA). The program has a foundation component (Graduate Certificate) which allows those without a prior degree in financial planning and those looking for a career change to participate. Those with qualifications and experience in the field can also enter the program and progress to the advanced level study. Griffith University offers a range of flexible delivery modes online. Find out more about  our Financial Planning programs.","Upon completion of the program, career opportunities exist in the financial services industry (namely, banks, funds management and financial planning companies) in various roles including client services officers, authorised representatives, financial advisers and para-planners.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Forensic Mental Health,English,30500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-forensic-mental-health-5616,English,A,"This degree is delivered in collaboration with Queensland Health's Forensic Mental Health Service to provide postgraduate professional training for current or future forensic mental health practitioners, including nurses, psychologists, social workers and psychiatrists. It also provides an extension to undergraduate degrees in nursing, applied science, criminology and criminal justice, and applied psychology. The degree provides advanced training to enhance and develop specialist skills and knowledge to work more effectively with the forensic mental health population. You will gain a thorough understanding of research-based knowledge in forensic mental health and how it is applied in practice. The Master of Forensic Mental Health offers a range of different durations depending on your previous studies:","The program is intended for mental health professionals working in (or intending to work in) the forensic mental health field. In addition to health departments specifically catering to forensic patients, the program may be relevant to professionals in related areas such as corrections, families departments and disability services.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Forensic Mental Health,English,120,,AUD,Years,1,Year,Yes,Yes,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-forensic-mental-health-5617,English,A,"This degree is offered via Open Universities Australia. For further information, contact either of the following areas: The Master of Forensic Mental Health degree is delivered in collaboration with Queensland Health's Forensic Mental Health Service to provide postgraduate professional training for current or future forensic mental health practitioners, including nurses, psychologists, social workers and psychiatrists. It also provides an extension to undergraduate degrees in nursing, applied science, criminology and criminal justice, and applied psychology. The degree provides advanced training to enhance and develop specialist skills and knowledge to work more effectively with the forensic mental health population. You will gain a thorough understanding of research-based knowledge in forensic mental health and how it is applied in practice.","The program is intended for mental health professionals working in (or intending to work in) the forensic mental health field. In addition to health departments specifically catering to forensic patients, the program may be relevant to professionals in related areas such as corrections, families departments and disability services.",Australia,Yes,No,No,No,No,
PG,Griffith University,Brisbane,Master of Global Development,Humanities and Social Science,29500,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-global-development-5724,English,A,"In a world where change is the only constant, the Master of Global Development will give you a deep understanding of policy, politics, people and power in the modern world. If you are looking to develop your thought leadership skills and identify new, creative solutions that will improve the world around you, then the Master of Global Development is the right fit for you.  This degree was developed to align with the UN's 17 Sustainable Development Goals, created to address the world's most pressing challenges - including ending poverty and bringing economic prosperity, social inclusion, environmental sustainability and peace and good governance to all countries and all people by 2030. During your study, you will examine the dynamics of global issues including: As part of your degree, you will work with experts from across the university including our research centres, and will be connected with the international development community. This means you can feel confident you will graduate with the critical perspective, strategic knowledge and contacts necessary to work towards agile solutions to these big issues - and make a difference. The Master of Global Development offers a range of different durations depending on your previous studies:","Graduates from this degree may seek roles within Non-Government Organsiation and Aid Organisations, International Development, Government Policy, Consultancy and Research. Potential organisations include Oxfam, Amnesty International, United Nations, World Bank, AusAid, Department of Foreign Affairs and Trade.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Global Public Health,English,31500,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-global-public-health-5725,English,A,"This program helps you to develop and further your career in public health practice, research and/or management. It allows you to re-orient your work interests in health to disease prevention and health promotion and is widely recognised both nationally and internationally as the public health credential for careers in public health. The program focuses on the socio-ecological model of public health that emphasises and analyses the important interactions between the social, biological, economic and environmental determinants of health. They enable you to apply this analytical skill set to plan, implement and evaluate population based interventions that protect and promote health. The program has a strong focus on global health and provides you with the opportunity to focus your public health studies by selecting from a range of electives in areas such as public health nutrition, health promotion, climate change, international health, environmental health, and health services management. The Master of Global Public Health offers a range of different durations depending on your previous studies:","There are diverse career opportunities for professionals  interested in moving into the public health field, developing health research skills and/or furthering competency development in public health practice areas such as: You will be prepared for a variety of career  opportunities with state and federal health departments, in public health  units/teams, community health, local government, and in academia. Public health  graduates are also highly sought after by NGO health agencies and international  aid agencies.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Health Services Management,English,30000,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-health-services-management-5586,English,A,"You will study a wide ranging and diverse base of specialist health management courses. If you are a graduate or manager in health, aged or community care services and you want to develop your skills and understanding of contemporary health or social care management issues, these degrees will help you achieve your goals. Through flexible teaching and research options, you will learn about key areas of health sector policy, governance, operations and evidence-based practice management. You will develop skills and knowledge in current management theory and practice, develop your leadership skills and style and gain an in-depth understanding of health workforce planning. You will also learn about managing human resources, planning and implementing health programs, and managing performance and health budgets from respected industry practitioners and academics. Additionally, you will develop skills in strategic decision making and change management and an understanding of the role of innovation and the application of technology in health services management. You will develop research and project management skills that will provide a sound basis for your current work role and your future endeavours. The Master of Health Services Management offers a range of different durations depending on your previous studies:","You will find work in Australia and overseas in various roles in health and social care leadership, policy, governance, quality and safety.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Health Services Management,English,,,AUD,,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-health-services-management-5581,English,A,This program provides you with a wide ranging and diverse base of specialist health management courses. They are tailored for graduates or managers of health services wanting to develop their skills and understanding of contemporary health service management issues as well as for those people who will be commencing a career in the health care sector. The program provides you with skills and knowledge in modern management theory and practice including: The Master of Health Services Management offers a range of different durations depending on your previous studies:,"As the world's population grows, so too do the world's healthcare systems. The importance and impact of interventions in public health means that workforces, knowledge and outcome focused achievement needs professionally-educated and experienced health services management people to lead these systems across the coming decade. This environment means managers, clinicians, governments and owners of health facilities need qualifications in health management. The constant expansion, diversification and specialisation means there are many avenues for management careers and many general and specialist management roles for people at the national and international levels. The program has been developed to support students and career aspirants to work both in the Singaporean healthcare system and in other Asian healthcare services and systems. Careers may be available for professionals interested in moving into the health services area, or for early and mid-career health professionals seeking advancement, broadening their expertise and/or moving into management in the following areas:",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Human Resource Management,Tourism and Hotel Management,32500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-human-resource-management-5618,English,A,"The Master of Human Resource Management covers essential areas of human resource management including strategy and HR, evidence-based HRM, organisational change, international and comparative HRM, recruitment and selection, and performance and reward management. You will gain a critical appreciation of the role and practice of human resource management in local and global business. You will develop strategic thinking and high level critical, analytical and problem solving skills around human resource management issues including organisational change and managing people across international operations. From Trimester 2-2018, this program will include a dissertation pathway. The dissertation pathway can provide a pathway to a higher degree by research for candidates with the qualifying GPA.","You will be prepared for generalist or specialist roles, such as human resources manager, recruitment consultant, or training and development officer.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,,Master of Human Services,Business & Commerce & Finance & Accounting,30000,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-human-services-5604,English,A,"Within a flexible online learning environment you will gain the knowledge and skills you need to be an effective human services professional. Human service professionals are concerned with improving the social, economic, personal and communal well-being of people. They seek to promote social inclusion and achieve equity, social justice, interdependence and human rights of people who are adversely affected by social and economic factors. You will study with fellow students from different professional backgrounds, which will help you to learn and understand how different professions can contribute to improving the quality of people's lives. This program will suit you if you are wanting to be an agent for change and are looking for specialist human services training. You will explore contemporary  issues, and learn about the latest theory and practice that can be applied to a  broad range of human service settings, including government and non-government,  welfare organisations and community groups. You will access highly relevant courses based on the latest evidence-based research and build upon your existing knowledge base for working with children, families, young people, older people, communities and human service organisations. From 2020, you will complete one of the following majors: You will also choose one of the following pathways: For students who prefer  to primarily focus on increasing their human services practice skills, the  Evidence Informed Practice pathway which includes coursework only may be  preferred. Students who undertake the Research Dissertation pathway will  complete a research dissertation on your area of interest in human services.  This will provide you with the knowledge and skills for conducting independent research projects and the research experience necessary for those who wish to  pursue a PhD or Master of Philosophy. It is anticipated that successful graduates of the Master of Human Services will enhance their opportunities for advancement in the human services field. The Master of Human Services offers a range of different durations depending on your previous studies:","This program  prepares graduates for practice in a diverse range of human service fields  including working with individuals, groups and families, community work,  research, planning and policy development. There are career opportunities for human service professionals in government and non-government settings including NDIS, health, family law, criminal justice and children's services.",Australia,No,Yes,Yes,Yes,No,
PG,Griffith University,,Master of Infection Prevention and Control,Business & Commerce & Finance & Accounting,30500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-infection-prevention-and-control-5600,English,A,"The Griffith Graduate Infection Control Program is the longest running and most successful tertiary infection prevention and control education program across Australasia. This specialist program prepares graduates for advanced practice in infection prevention and control by addressing local, national, and international trends in the communicable diseases and infection. The Master of Infection Prevention and Control offers a range of different durations depending on your previous studies:","Graduates are recognised for their expertise and ability to apply specialist and expert infection prevention and control knowledge and skills in a range of settings. The Master of Infection Prevention and Control is recognised by the Australasian College for Infection Prevention and Control as a core component of recognition as an Expert Credentialled Infection Control Professional (CICP-E). The Expert  CICP is able to plan, implement, review and evaluate comprehensive infection control programs, apply core principles to challenging circumstances and generate new evidence for practice. Graduates with accreditation as an Expert Credentialled Infection Control Professional are leaders in knowledge generation and contribute to the evolution of the discipline of infection control. They act as professional role models and mentors to Primary and Advanced Infection Control Professionals in accordance with relevant guidelines and the best available evidence.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Information Systems and Information Technology Management,Computer Science & Information Technology,34000,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-information-systems-and-information-technology-management-5658,English,A,"You will gain a combination of technical and managerial knowledge and skills, which will provide you with a holistic approach to effectively manage information technology in organisations. You will also develop a solid grounding in the principles and practice of information technology and an in-depth knowledge of information and communication technologies and information systems. With this knowledge, you will be able to confidently manage the functional responsibility for choosing, implementing and maintaining information systems and technology within, and across, organisations.","You will graduate with industry-recognised skills as well as technical, analytical, and research skills in information systems and information technology. You will be prepared for a wide range of senior employment opportunities relating to the development and management of information technology in any organisation. These positions may include systems analyst/developer, web/eCommerce developer, database designer and administrator and information resource manager. It can also lead to higher-level positions involved in formulating strategic plans and developing policy. Graduates are not limited to working in the IT industry but may work in all industries where the management of IT and implementation of information systems is essential for efficient and effective operations.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Information Technology,Computer Science & Information Technology,34000,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-information-technology-5612,English,A,"This program will be available to commencing students at the Gold Coast and Nathan from 2021. In this degree, you will gain a comprehensive education in the principles and practice of information technology. Through your chosen major, you will develop an in-depth understanding of the underlying technology, administration and application of specific applications of information technology and systems. You will learn about information technology planning and management, and about Internet-based services used in commerce, education, health, science, public administration, and many other disciplines. You will also learn how to apply information technology to model, support, and manage modern, flexible organisations. As a graduate, you will have advanced skills in communication, problem solving, systems analysis, and project management as well as sound knowledge of community expectations for information technology practitioners.","Enterprise Architecture: You will be able to work as a business architect, information architect, enterprise information systems architect or enterprise solutions architect. Data Analytics: You will gain skills to handle data and manage visualisation as well as understand and develop strategies to address issues related to data analysis techniques which are valuable for a wide range of organisations. Information Systems and Business Analysis: You will be prepared for a career working as a project manager, business analyst, change manager, data analyst or quality manager. You will find opportunities in large multinational organisations such as in the mining industry as well as in government. Networking and Security: You will be qualified to work as a development operations specialist, network security engineer, security network consultant, security manager or security applications specialist. Software Development and Support: You will be prepared to work as a developer, test engineer, web developer or researcher in government research centres or in IT support.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Information Technology,Computer Science & Information Technology,34000,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-information-technology-5613,English,A,"From 2021, commencing students are referred to the Master of Information Technology (5612). In this degree, you will gain a comprehensive education in the principles and practice of information technology. Through your chosen major, you will develop an in-depth understanding of the underlying technology, administration and application of specific applications of information technology and systems. You will learn about information technology planning and management, and about Internet-based services used in commerce, education, health, science, public administration, and many other disciplines. You will also learn how to apply information technology to model, support, and manage modern, flexible organisations. As a graduate, you will have advanced skills in communication, problem solving, systems analysis, and project management as well as sound knowledge of community expectations for information technology practitioners.","Enterprise Architecture: You will be able to work as a business architect, information architect, enterprise information systems architect or enterprise solutions architect. Data Analytics: You will gain skills to handle data and manage visualisation as well as understand and develop strategies to address issues related to data analysis techniques which are valuable for a wide range of organisations. Information Systems and Business Analysis: You will be prepared for a career working as a project manager, business analyst, change manager, data analyst or quality manager. You will find opportunities in large multinational organisations such as in the mining industry as well as in government. Networking and Security: You will be qualified to work as a development operations specialist, network security engineer, security network consultant, security manager or security applications specialist. Software Development and Support: You will be prepared to work as a developer, test engineer, web developer or researcher in government research centres or in IT support.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,,Master of Integrated Water Management,Computer Science & Information Technology,29000,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-integrated-water-management-5722,English,A,"The Master of Integrated Water Management creates water leaders by drawing on international teaching and research from many fields to provide a trans-disciplinary, whole-of-water-cycle approach to water management. The program aims to build the capacity of future leaders in water management, with an emphasis on professionals working in WASH and development, urban water management, across water, land and people and in water finance for the achievement of sustainable development goals. The program equips students with practical tools and skills for developing and managing the adoption of innovative solutions to local, regional, national and international water management issues. Students will develop the strategic, managerial and technical skills they need to advance in the water sector. The program is managed and led by the International WaterCentre (IWC). The IWC is a key capacity building organisation in the global water sector and dedicated to providing education and training to promote whole-of-water cycle approaches to integrated water management around the world.",,Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of International Business,Business & Commerce & Finance & Accounting,32500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-international-business-5311,English,A,"The Master of International Business will enable you to develop a high level of competency in international business, with a strong focus on strategic analysis in different regional contexts. With a focus on Asia, you will develop the thought leadership and strategic skills that are vital in today's global economy. Your studies will enable you to develop and implement policies for sustainable international business and trade practices in the dynamic global environment.
This program was the first postgraduate international business program in Australia, and is informed by world-class research and supported by the work of more than 40 experts in these fields. There are exciting opportunities for students to participate in supervised internships and exchange programs in Asia, North America and Europe through worldwide alliances.","You will find career opportunities in multinational firms, public sector organisations and firms engaged in country risk analysis and international trade and investment.",Australia,No,Yes,No,Yes,No,
