Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Macquarie University,North Ryde,Master of Teaching (Birth to Five Years),Science and Health Science,"32,000",,AUD,Years,2,Years,Yes,No,,,IELTS,7.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-teaching-birth-to-five-years,English,I,"When children are exposed to high-quality educational experiences before starting school, their learning capabilities and in turn their chances of excelling in school are greatly improved. Quality early childhood education provides the foundation for reading, maths and science, and helps young children develop their social and emotional skills.
This course will provide you with the specialist knowledge and skills you need to work in prior-to-school settings such as preschools and child care centres. Accredited by the Australian Children's Education and Care Quality Authority (ACECQA), this course enables you to obtain a professional qualification as a teacher of young children.","PROFESSIONS: Consultant in business or community organisation. Local council professional. Sustainability coordinator for regional or national businesses. University academicEMPLOYERS: Aid agencies, eg, AusAID. Businesses, eg, Lend Lease, Fuji Xerox. Government agencies, eg, environment departments and local councils. International bodies, eg, the United Nations Development Program (UNDP). Non-government organisations, eg, the International Union for Conservation (IUCN)",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Teaching (Primary),Science and Health Science,"32,000",,AUD,Years,2,Years,Yes,No,,,IELTS,7.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-teaching-primary,English,I,"Supporting children to reach their full potential is a truly rewarding endeavour. Primary school teachers play a critical role in inspiring a love of learning, as well as assisting children to develop foundation skills such as literacy and numeracy, and physical and social competencies.
If you hold a recognised bachelor degree, this postgraduate degree will support you to become a reflexive, resilient and research-engaged teacher in primary schools. With a focus on evidence-based learning and teaching that has a positive impact on student learning and wellbeing, this degree will support you to become responsive and ready to learn. And it will enable you to gain the knowledge, skills and qualifications required to teach in primary schools or work in associated fields such as curriculum planning, educational research and policy development.",PROFESSIONS: Primary teacher. Education officer within a range of public and private organisations. Educational adviser to government or other agencies. Educational policy planner. Educational researcherEMPLOYERS: Catholic Education. Government departments focusing on education. Independent schools. Training agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Teaching (Secondary),Science and Health Science,"32,000",,AUD,Years,2,Years,Yes,No,,,IELTS,7.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-teaching-secondary,English,I,"High-quality secondary education teachers support young adults attending school to reach their full potential. They inspire a love of learning and guide and support students through what can be an exciting and challenging period in their lives.
If you hold a recognised bachelor degree, this postgraduate degree will support you to become a reflexive, resilient and research-engaged teacher in secondary schools. With a focus on evidence-based learning and teaching that has a positive impact on student learning and wellbeing, this degree will support you to become responsive and ready to learn, and will enable you to gain the knowledge, skills and qualifications required to teach in secondary schools or to work in associated fields such as curriculum planning, educational research and policy development.",PROFESSIONS: Secondary teacher. Adult education officer within a range of public and private organisations. Adult educator and trainer. Educational adviser to government or other agencies. Educational policy planner. Educational researcherEMPLOYERS: Catholic Education. Government departments focusing on education. Independent schools. Training agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Translation and Interpreting Studies,Business & Commerce & Finance & Accounting,"33,600",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-translation-and-interpreting-studies,English,I,"Do you have a love of language and deep knowledge of more than one language and one culture? Are you meticulous? Do you have fantastic writing and public speaking skills? If so, a career in translating and interpreting may be your calling.
If you’re proficient in more than one language in addition to English, this degree will provide you with the skills and knowledge you’ll require to perform translation and interpreting in a range of institutional settings common to community and commercial translation and interpreting practice in Australia and overseas.",PROFESSIONS: Secondary teacher. Adult education officer within a range of public and private organisations. Adult educator and trainer. Educational adviser to government or other agencies. Educational policy planner. Educational researcherEMPLOYERS: Catholic Education. Government departments focusing on education. Independent schools. Training agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Translation and Interpreting Studies (Advanced),Business & Commerce & Finance & Accounting,"33,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-translation-and-interpreting-studies-advanced,English,I,"Translation and interpreting is just as much an art as it is a skill. Talented professionals are proficient bilinguals who love languages and cultures, who possess excellent writing and public speaking skills, and who are meticulous right down to the tiniest details. They are supremely talented at instantly transforming expressions, colloquialisms and other culturally specific references into statements their target audience will understand.
This degree will prepare you with the knowledge and skills you’ll require for a career in this dynamic field. It is set apart from the Master of Translation and Interpreting Studies in that it allows you to achieve greater depth in either translation or interpreting, or in both disciplines. You’ll also have the opportunity to take electives that further develop your specialised practice in areas such as subtitling, as well as translation and interpreting in medical, legal and business settings.",PROFESSIONS: Secondary teacher. Adult education officer within a range of public and private organisations. Adult educator and trainer. Educational adviser to government or other agencies. Educational policy planner. Educational researcherEMPLOYERS: Catholic Education. Government departments focusing on education. Independent schools. Training agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Banking and Finance with a Specialisation in Financial Management,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-banking-and-finance-financial-management,English,I,"Financial management entails planning, organising, directing and controlling financial activities such as raising and effectively using funds. Services provided may include account management, brokerage, investment advice and negotiation.
In this specialisation, you’ll attain relevant, advanced-level theoretical knowledge. You’ll apply superior technical skills to examine large amounts of financial information, and interpret and appraise financial information and market conditions. You’ll be able to critically evaluate complex banking and financial problems, do independent research, and use sound professional judgement to find solutions to problems. You’ll also show awareness of ethical, social, regulatory, economic, sustainability and global perspectives relevant to the financial sector.",PROFESSIONS: Credit risk analyst. Finance manager. Financial adviser. Financial analyst. Investment adviser. Mortgage broker. Personal finance adviser. Risk management analyst. Stockbroker. Wealth management adviserEMPLOYERS: Accounting firms. Banks. Financial institutions. Hedge funds. Insurance companies. Investment firms. Personal finance advising firms. Public service. Reserve Bank of Australia. Wealth management firms,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Banking and Finance with a Specialisation in FinTech,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-banking-and-finance-fintech,English,I,"Part of a worldwide boom in innovation, FinTech is the use of technology to improve business activities in finance. Australia has one of the world’s most dynamic FinTech industries, with a strong growth forecast.
In this specialisation, you’ll attain advanced-level theoretical and practical knowledge of FinTech, as well as an understanding of major technological trends in the banking and finance sector. You’ll apply superior technical skills to examine large amounts of financial information, and interpret and appraise financial information and market conditions. You’ll conduct independent research and solve sophisticated financial problems in complex contexts using sound professional judgement. You’ll also develop your awareness of ethical, social, regulatory, economic, sustainability and global perspectives relevant to the financial sector, with a particular focus on the adoption of financial technology.",PROFESSIONS: Account manager. Business development manager. Credit risk analyst. Financial adviser. Financial analyst. Financial technology salesperson. Financial technology technical manager. Investment adviser. Product manager. Risk management analyst. Stockbroker. Wealth management adviserEMPLOYERS: Accounting firms. Banks. Financial institutions. Financial technology firms. Hedge funds. Information and technology firms. Insurance companies. Investment firms. Public service. Wealth management firms,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Banking and Finance with a Specialisation in Environmental Finance,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-banking-and-finance-environmental-finance,English,I,"Environmental finance concerns itself with the impact of environmental issues on financial decision making. It involves the use of methods, tools or products, such as emissions trading and land trusts, to address such issues. Environmental finance is used across many sectors including corporate, government and not-for-profit organisations.
In this specialisation, you’ll attain relevant, advanced-level theoretical knowledge. You’ll apply your superior technical skills to examine large amounts of financial information, and interpret and appraise financial information and market conditions. You’ll conduct independent research and exercise professional judgement in solving complex environmental finance problems. You’ll competently and confidently explain recent developments and issues in banking, environmental finance and professional practice. You’ll also show awareness of ethical, social, regulatory, economic, sustainability and global perspectives relevant to the financial sector.",PROFESSIONS: Credit risk analyst. Environmental planner or coordinator. Finance manager. Financial adviser. Financial analyst. Investment adviser. Regulator. Risk management analyst. Sustainable investment strategistEMPLOYERS: Accounting firms. Banks. Community environment groups. Financial institutions. Financial technology firms. Hedge funds. Insurance companies. Investment firms. Public service. Regulatory authorities. Wealth management firms,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Accounting,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-accounting,English,I,This specialisation will deliver postgraduate level theoretical knowledge and applied skills in accounting and its related fields. Students will develop the necessary skills to move into accounting roles and develop their professional expertise and career opportunities.,PROFESSIONS: Credit risk analyst. Environmental planner or coordinator. Finance manager. Financial adviser. Financial analyst. Investment adviser. Regulator. Risk management analyst. Sustainable investment strategistEMPLOYERS: Accounting firms. Banks. Community environment groups. Financial institutions. Financial technology firms. Hedge funds. Insurance companies. Investment firms. Public service. Regulatory authorities. Wealth management firms,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Business Management and Organisations,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-business-management-and-organisations,English,I,The Business Management and Organisation specialisation draws upon contemporary research to teach industry relevant business management and organisational practices.,PROFESSIONS: Account Executive. General Management. Management Consultant. Business Analyst. Business Development Manager. Operations Analyst. Senior positions can include the role of Chief Executive Officer and Chief Operations OfficerEMPLOYERS: Large and small businesses. Business analyst firms. Financial institutions. Marketing and PR firms. Government organisations. Management consultancy firms,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Finance,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-finance,English,I,"The Finance specialisation is for those who want to focus on areas such as:

funds management
risk management
corporate finance
financial instruments and valuation

You will learn about both the theoretical concepts and practical applications of modern finance, and can choose from a range of subjects such as:

business and corporation law
monetary policy
investment management
international finance
Islamic finance","PROFESSIONS: Business Journalist. Financial Analyst. Investment Analyst. Management Consultant. Market Analyst. Policy Advisor. Researcher. Stockbroker. Academic. Finance ManagerEMPLOYERS: Graduates are likely to work for commercial banks, investment managers, stockbrokers, private equity firms, investment banks, corporate advisors, treasuries, private wealth managers or other financial service providers.",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,,Master of Commerce with a Specialisation in Human Resource Management is unavailable,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,No,No,,,,,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-human-resource-management,English,N,"The Finance specialisation is for those who want to focus on areas such as:

funds management
risk management
corporate finance
financial instruments and valuation

You will learn about both the theoretical concepts and practical applications of modern finance, and can choose from a range of subjects such as:

business and corporation law
monetary policy
investment management
international finance
Islamic finance","PROFESSIONS: Business Journalist. Financial Analyst. Investment Analyst. Management Consultant. Market Analyst. Policy Advisor. Researcher. Stockbroker. Academic. Finance ManagerEMPLOYERS: Graduates are likely to work for commercial banks, investment managers, stockbrokers, private equity firms, investment banks, corporate advisors, treasuries, private wealth managers or other financial service providers.",Australia,No,No,No,No,No,
PG,Macquarie University,North Ryde,Master of Commerce with a Specialisation in Marketing,Computer Science & Information Technology,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-commerce-marketing,English,I,"This Marketing specialisation builds skills applicable to businesses and corporations. They have a practical focus on:

identifying forecast opportunities and threats in domestic and international industries
developing marketing strategies, tactics and plans
implementing and monitoring marketing strategies, tactics and plans and their effect on the organisation
considering new approaches and techniques in marketing",PROFESSIONS: Advertising Manager. PR Consultant. Brand Manager. Product Development Manager. Market Research Specialist. Marketing Manager/Co-ordinator. Communications and Media Manager. Business Consultant. Media Account Executive. Copywriter. Marketing StrategistEMPLOYERS: Consulting firms. Large and small businesses. Business analyst firms. Marketing and PR firms. Government organisations,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Creative Industries with a Specialisation in Screen and Performance Production,Computer Science & Information Technology,"33,600",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-creative-industries-screen-and-performance-production,English,I,"The screen industry is rapidly emerging as an economic force to be reckoned with – total spending for screen production businesses alone is almost $3 billion. Australian screen professionals are in demand locally and internationally, and are widely respected for their vision, depth of knowledge and use of innovative techniques. 
This specialisation will prepare you to work in a range of roles in film, television, advertising and online production. Not only will you learn practical and entrepreneurial skills, you’ll produce, publish, distribute and promote media and creative projects in a real-world context in world-class production studios, and with award-winning producers and screen professionals. And you’ll develop creative and analytical skills as you evaluate and implement creative strategies; synthesise conceptual, technological and production skills; and implement digital screen media production strategies – all essential to propel your career forward.",PROFESSIONS: Creative entrepreneur. Creative media entrepreneur. Director. Documentary screen producer. Editor. Film and television producer. Freelancer. Independent film maker. Online production manager. Production manager. Researcher or academic. Screen and film producer. Self-producing musicianEMPLOYERS: Advertising agencies. Broadcast and community media. Creative agencies. Higher education. Media agencies. Multimedia or digital agencies. Production studios. Self-employment,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,,Master of Creative Industries with a Specialisation in Creative Sound Production is unavailable,Computer Science & Information Technology,"33,600",,AUD,Years,1,Year,No,No,,,,,https://courses.mq.edu.au/2021/international/postgraduate/master-of-creative-industries-creative-sound-production,English,N,"The screen industry is rapidly emerging as an economic force to be reckoned with – total spending for screen production businesses alone is almost $3 billion. Australian screen professionals are in demand locally and internationally, and are widely respected for their vision, depth of knowledge and use of innovative techniques. 
This specialisation will prepare you to work in a range of roles in film, television, advertising and online production. Not only will you learn practical and entrepreneurial skills, you’ll produce, publish, distribute and promote media and creative projects in a real-world context in world-class production studios, and with award-winning producers and screen professionals. And you’ll develop creative and analytical skills as you evaluate and implement creative strategies; synthesise conceptual, technological and production skills; and implement digital screen media production strategies – all essential to propel your career forward.",PROFESSIONS: Creative entrepreneur. Creative media entrepreneur. Director. Documentary screen producer. Editor. Film and television producer. Freelancer. Independent film maker. Online production manager. Production manager. Researcher or academic. Screen and film producer. Self-producing musicianEMPLOYERS: Advertising agencies. Broadcast and community media. Creative agencies. Higher education. Media agencies. Multimedia or digital agencies. Production studios. Self-employment,Australia,No,No,No,No,No,
PG,Macquarie University,North Ryde,Master of Early Childhood with a Specialisation in Leadership in Early Childhood Education,Humanities and Social Science,"32,000",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-early-childhood-leadership-in-early-childhood-education,English,I,"Today’s complex and rapidly changing education environment requires strong and informed educational leaders who are visionaries committed to the continual improvement of early childhood curriculum and pedagogy. With a high level of diversity of cultural and linguistic backgrounds, experiences, abilities and interests among young children in early childhood education and care contexts, creative, knowledgeable, future-focused leaders are in demand.
 This specialisation will develop the skills of those who aspire to lead or who have leadership roles in early childhood contexts. It will enhance your knowledge, skills and understanding of the theory and practice of educational leadership operationalised within early childhood organisations, systems and jurisdictions in contemporary Australian society.","PROFESSIONS: Early childhood education researcher in a tertiary institution or not-for-profit organisation. Early childhood policy or curriculum developer. Educational leader within early childhood centres, VET colleges and universities. Tertiary educator in early childhoodEMPLOYERS: Childcare centres. Colleges. Government and non-government organisations. Universities",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Early Childhood with a Specialisation in Curriculum and Pedagogy,Humanities and Social Science,"32,000",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-early-childhood-curriculum-and-pedagogy,English,I,"A child’s early years are key to predicting their success at school and beyond. Their early learning experiences are critical determining factors for their emotional, social and intellectual development. When children are exposed to high-quality early educational opportunities, their trajectory for success is greatly improved.
 This specialisation will provide you with an opportunity to undertake advanced study in early childhood, allowing you to enhance your understanding of curriculum and pedagogy in the early childhood sector. You’ll learn about current research and new developments in curriculum and pedagogy, and you’ll engage critically in theoretical and policy debates of importance to those working with young children and their families.",PROFESSIONS: Early childhood curriculum designer. Education policy or curriculum developer. Education specialist/professional/consultant/adviserEMPLOYERS: Childcare centres. Colleges. Government and non-government organisations. Universities,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,"North Ryde, Off-Shore",Master of Education with a Specialisation in Applied Studies in Education,Computer Science & Information Technology,"32,000",,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-education-applied-studies-in-education,English,I,"Great educational leaders inspire, motivate and mentor both their students and their peers, and encourage a culture of continuous improvement. As strategic thinkers and problem solvers with expertise in research and analysis, educational leaders play a fundamental role in guiding and supporting colleagues. 
This specialisation is designed for teachers who aspire to be exceptional educators and leaders in a variety of settings, as well as researchers and policymakers. It will help you develop a deeper understanding of how students learn, and how this is influenced by their contexts and characteristics. This, together with a firm grounding in contemporary educational theories and practices, will enable you to make better-informed decisions about teaching and learning strategies. You’ll gain the skills to create quality, evidence-based programs that foster strong outcomes for students, and to identify factors that may facilitate or inhibit innovation and change in educational settings",PROFESSIONS: Classroom based-leadership role. Mentor for other teachers. PolicymakerEMPLOYERS: Department of Education. Other government departments. Early childhood centres. Public or private schools. Training agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,"North Ryde, Off-Shore",Master of Education with a Specialisation in Bilingual Education,Computer Science & Information Technology,"32,000",,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-education-bilingual-education,English,I,"Many children in Australia today who are going to a childcare centre or preschool, or who are starting school, don’t speak English as their first language. Education professionals who work with these children require knowledge and skills to effectively support their bilingual capabilities in order to nurture their development and learning to achieve their best potential. 
This specialisation is designed for teachers, researchers and educational practitioners interested in working with children and young people learning English as a second or foreign language. It will equip you with knowledge, skills and understanding of second- and foreign-language teaching and learning in culturally and linguistically diverse settings – and can lead to careers in teaching, research or administration at any level of education. You’ll develop a familiarity with current issues and research trends in second-language acquisition, and you’ll learn how to interpret and explain the cultural, psychological and social dimensions of bilingual education.","PROFESSIONS: Bilingual teacher. Classroom-based leader. Education administrator. Educational researcher. Mentor for other teachers. Policymaker. Specialised language teacher. Teacher, researcher or administrator at any level of education in a culturally and linguistically diverse settingEMPLOYERS: Department of Education. Government. Non-government schools. Public or private schools. Training agencies",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,"North Ryde, Off-Shore",Master of Education with a Specialisation in Leadership in School Education,Humanities and Social Science,"32,000",,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-education-leadership-in-school-education,English,I,"Today’s complex and rapidly changing education environment requires strong and informed educational leaders who are visionaries committed to the continual improvement of curriculum and pedagogy. With a high level of diversity of backgrounds, experiences, abilities and interests among students in modern classrooms, creative, knowledgeable, future-focused leaders are in demand.
This specialisation will develop the skills of those who aspire to lead, or who have leadership roles, in primary or secondary schools. It begins by closely examining the nature of school educational systems and organisations, and the factors that shape the learning and teaching that occurs within them. Upon this foundation, you’ll develop specialist skills and knowledge, based on the most up-to-date international research, theory, principles and practices of educational leadership. The knowledge-management, critical-thinking and communication skills you’ll build, will serve to enhance the educational institution in which you work and the capacities of your professional community.","PROFESSIONS: Deputy principal. Education policy and curriculum developer. Head teacher. Leadership roles in education ministry or other government departments. Other leadership roles in school contexts: education administrator, education specialist/adviser. Principal. Professional learning coordinator or leader in business or industryEMPLOYERS: Department of Education. Schools. Training agencies",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,"North Ryde, Off-Shore",Master of Education with a Specialisation in Special Education Studies,Computer Science & Information Technology,"32,000",,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-education-special-education-studies,English,I,"Special education is the practice of educating students with special education needs in a way that addresses their individual differences and needs. Some of the most common special needs that children are diagnosed with are learning and developmental disabilities, communication disorders, emotional and behavioural disorders, and physical disabilities.
This specialisation offers an introduction to special education for teachers, allied health professionals, behaviour specialists, social welfare providers, educational consultants, mental health service professionals, speech pathologists and psychologists who are interested in learning more about working with children and young people with special education needs, and who don’t require a formal initial teaching qualification. It offers units in effective instruction in special education, numeracy, and reading and spelling, as well as positive approaches to behaviour management.",PROFESSIONS: Allied health professional. Child care provider. Mental health service provider. Special education consultantEMPLOYERS: Allied health. Child care. Mental health services. Various government agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,,Master of Media and Communications with a Specialisation in Social Media and Journalism is unavailable,Computer Science & Information Technology,"32,000",,AUD,Years,1,Year,No,No,,,,,https://courses.mq.edu.au/2021/international/postgraduate/master-of-media-and-communications-social-media-and-journalism,English,N,"Special education is the practice of educating students with special education needs in a way that addresses their individual differences and needs. Some of the most common special needs that children are diagnosed with are learning and developmental disabilities, communication disorders, emotional and behavioural disorders, and physical disabilities.
This specialisation offers an introduction to special education for teachers, allied health professionals, behaviour specialists, social welfare providers, educational consultants, mental health service professionals, speech pathologists and psychologists who are interested in learning more about working with children and young people with special education needs, and who don’t require a formal initial teaching qualification. It offers units in effective instruction in special education, numeracy, and reading and spelling, as well as positive approaches to behaviour management.",PROFESSIONS: Allied health professional. Child care provider. Mental health service provider. Special education consultantEMPLOYERS: Allied health. Child care. Mental health services. Various government agencies,Australia,No,No,No,No,No,
PG,Macquarie University,North Ryde,Master of Media and Communications with a Specialisation in Global Communications,Computer Science & Information Technology,"34,000",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-media-and-communications-global-communications,English,I,"Global communications is a part of the media that studies the continuous flows of information that transfers knowledge across boundaries. It also examines how communications systems and content affects peoples’ lives on a global scale.
This specialisation will give you advanced skills to expertly respond to the challenges associated with the changing global media practices. It focuses on global communications, strategies and practice for careers in media, public affairs, corporate communications, development and policy arenas. You’ll learn how to use communication tools to tell a story across a range of media channels. And you’ll learn about global news production, social media, international public relations and issues in global media.",PROFESSIONS: Advertising and public relations specialist. Arts and cultural administrator. Corporate relations manager. Creative media marketing and promotion specialist. Global communications adviser. Government arts policies or cultural attaché. Government communications policy adviser. Media policy and strategy adviser. Media relations manager. Production manager. Public relations specialist. Social media specialistEMPLOYERS: Advertising agencies. Broadcast and community media. Corporate communications in-house or agency. Creative agencies. Global media industry. Government. Higher education. International development organisations. Multinational organisations. Non-government sector. Public affairs. Public relations industry. Public sector. Social media agencies. Web agencies,Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Planning with a Specialisation in Environmental Planning,Computer Science & Information Technology,"37,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-planning-environmental-planning,English,I,"As societies modify their environments more and more over time, planning to reduce potential impacts so that communities and places can flourish has become central to land use planning. The challenges planners face include considerations around air quality, energy efficiency, sustainable transport, biodiversity conservation and climate change adaptation. Specialising in environmental planning will provide you with the professional skills and knowledge required to plan for more sustainable and resilient societies, as complexity and challenges increase.
This specialisation will provide you with a deep understanding of the complex interplay between the social, political, economic and biophysical factors that shape environmental planning decisions. In adopting an interdisciplinary approach, you’ll develop essential skills and knowledge in social and environment fields to prepare you for diverse planning positions in the public and private sector.","PROFESSIONS: Environmental planner. Local government planner or development assessor. Planning or environmental consultant. Strategic plannerEMPLOYERS: Community sector organisations in urban development, housing and planning. Government departments. Local government authorities. Planning consultancies. Residential developers, eg, Landcom",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Planning with a Specialisation in Environmental Law,Computer Science & Information Technology,"37,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-planning-environmental-law,English,I,"Environmental law covers a wide range of issues, including biodiversity conservation, energy supply, land clearing, mining, pollution control, waste management and water resources. Planners engage with environmental law in a wide variety of ways, and lawyers interested in working on planning and environmental issues frequently need a sound understanding of planning practice.
This specialisation is designed to serve professionals in both groups who want to develop a strong understanding of the interfaces between environmental law and planning. You’ll acquire an advanced understanding of domestic and international environmental law in an integrated and interdisciplinary context. You’ll gain specialised legal knowledge and research skills applicable to professional practice in planning in a variety of areas, including climate change law, impact assessment, Indigenous peoples and the law, and sustainable development.","PROFESSIONS: Environmental lawyer. Environmental planner. Local government planner or development assessor. Social development or environmental consultant. Social planner. Strategic plannerEMPLOYERS: Government departments. Local government authorities. Planning consultancies. Residential developers, eg, Landcom. Community sector organisations in urban development, housing and planning",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Planning with a Specialisation in Social Policy and Planning,Humanities and Social Science,"37,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-planning-social-policy-and-planning,English,I,"Social planning plays a fundamental role in creating communities that are livable, vibrant, diverse and sustainable. Social planning uniquely balances the needs and aspirations of a community with urban, regional and other planning activity to achieve social cohesion, community wellbeing and a sense of place. Social planning brings together a range of policymakers – including legislators, government agencies, not-for-profit agencies, local planning councils, community groups and planners – to improve the quality of life in communities through strategic policy and action.
This specialisation is available in the Master of Planning, the only postgraduate planning degree in Sydney to offer specialised training in social research, social impact assessment, and social policy development and evaluation. You’ll learn how to identify and assess the social aspects of planning decisions and how to develop land use and other plans that address social policy challenges in ways that support sustainable development. You’ll also acquire interdisciplinary perspectives as you develop creative and innovative responses to social planning challenges.","PROFESSIONS: Environmental planner. Local government planner or development assessor. Social planner. Social planning or environmental planning consultant. Strategic plannerEMPLOYERS: Community sector organisations in urban development, housing and planning. Government departments. Local government authorities. Planning consultancies. Residential developers, eg, Landcom",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Professional Accounting with a Specialisation in CA Studies,Engineering,"39,200",,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-professional-accounting-ca-studies,English,I,"Delivered in partnership with Chartered Accountants Australia and New Zealand (CA ANZ), this specialisation will develop your theoretical and applied knowledge and skills relevant to the area of professional accounting. The specialisation will advance your technical knowledge of financial reporting, management accounting and applied finance, audit and assurance, at the same time developing key capabilities in problem solving, critical thinking, research and evaluation.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms (Deloitte, KPMG, PWC and EY). Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small to medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies (Optus, Telstra)",Australia,No,Yes,No,Yes,No,
