Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Australian National University,Canberra,Master of Actuarial Practice,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,3,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/7420XMACTP,English,A,"Are you a maths whiz who wants stimulating work, limitless potential and an ever growing salary? This is the esteemed degree that will make you a thought leader in financial fields. With an ANU Master of Actuarial Practice degree you will excel your career literally anywhere in the world.Risk is all around us - in investment markets, on the roads, from our health and the climate. This degree will teach you how to apply your mathematical talent in understanding, measuring and managing the risks.Graduates will apply mathematical, statistical, financial, economic and other skills to untangle the most complex and difficult problems facing the commercial world.","Demonstrate key concepts in actuarial studies and related fields, including:a. Utilise concepts in financial mathematics, including the time value of money, annuities, bond and loan calculationsb. Apply mathematical statistics, regression modelling and other statistical techniques to actuarial problemsc. Describe and apply stochastic processes, survival models and their application in actuarial contextsd. Model and value cash flows dependent on death, survival, illness, retirement, and other contingenciese. Apply risk modelling techniques across a variety of financial situations Apply these key concepts in advanced contexts by integrating technical concepts and business awareness Analyse and interpret specific business situations so that the correct actuarial techniques can be applied. Utilise critical thinking to solve specific actuarial problems and communicate their results to a relevant audience. Apply actuarial research planning and methodology.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Actuarial Studies,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/7410XMACTS,English,A,"Are you a maths whiz who wants stimulating work, limitless potential and an ever growing salary? This is the esteemed degree that will make you a thought leader in actuarial fields. With an ANU Master of Actuarial Studies degree you will excel in your career literally anywhere in the world.Risk is all around us - in investment markets, on the roads, from our health and the climate. This degree will teach you how to apply your mathematical talent in understanding, measuring and managing the risks.Graduates will apply mathematical, statistical, financial, economic and other skills to untangle the most complex and difficult problems facing the commercial world.","Demonstrate key concepts in actuarial studies and related fields, including:a.Utilise concepts in financial mathematics, including the time value of money, annuities, bond and loan calculationsb.Apply mathematical statistics, regression modelling and other statistical techniques to actuarial problemsc.Describe and apply stochastic processes, survival models and their application in actuarial contextsd.Model and value cash flows dependent on death, survival, illness, retirement, and other contingenciese.Apply risk modelling techniques across a variety of financial contexts Analyse and interpret specific business situations so that the correct actuarial and other techniques can be applied. Utilise critical thinking to solve specific actuarial problems and communicate their results to a relevant audience. Apply actuarial research planning and methodology.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Anthropology,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MANTH,English,A,"Anthropology is the study of contemporary human cultural lives. This degree centres on anthropology’s ethnographic approach, which is employed to understand how people live their lives, on their own terms. Such an approach enables anthropologists to examine key global challenges and events, like climate change and xenophobia, as well as how government policies, technologies, and products and services are incorporated into people’s lives. Designed for those whose work or interest is in understanding people in specific contexts, this program equips students with the necessary ethnographic skills and opportunities to undertake analysis of human lives, and to make cross-cultural comparisons.  Why study anthropology at the ANU?The Master of Anthropology at the ANU is a highly sought-after program that places very strong emphasis on anthropological theory and methods with the intention of turning out graduates ready to work in applied research contexts in the public and corporate sectors. The program provides students with central skills in anthropological and ethnographic theory and methods, which includes training in research and analysis, a broad suite of optional language training, field-schools, internship placements as well as a thesis option. We offer graduates comprehensive training in ethnographic methods and anthropological theory, followed by thematised progression in accordance with the student's interests and future intentions for work or study.",understand when and how to apply ethnographic research techniques; select from a range of anthropological methods those most suitable to a particular research or policy problem; demonstrate knowledge of the history of anthropological theory and the different ethnographic methods associated with different periods; articulate and demonstrate the value of conducting ethnographic work in a given context; design ethnographically based programs of investigation ready for application in a given field or work or study. apply anthropological knowledge to cross-cultural work environments and problem solving.,Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Anthropology (Advanced),Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VANTH,English,A,"Anthropology is the study of contemporary human cultural lives. This degree centres on anthropology’s ethnographic approach, which is employed to understand how people live their lives, on their own terms. Such an approach enables anthropologists to examine key global challenges and events, like climate change and xenophobia, as well as how government policies, technologies, and products and services are incorporated into people’s lives. Designed for those whose work or interest is in understanding people in specific contexts, this program equips students with the necessary ethnographic skills and opportunities to undertake analysis of human lives, and to make cross-cultural comparisons.  Why study anthropology at the ANU?The Master of Anthropology (Advanced) at the ANU is a highly sought-after program that places very strong emphasis on anthropological theory and methods with the intention of turning out graduates ready to work in applied research contexts in the public and corporate sectors, or to proceed to a PhD. The program provides students with central skills in anthropological and ethnographic theory and methods, which includes training in research and analysis, a broad suite of optional language training, field-schools, internship placements as well as a thesis option. We offer graduates comprehensive training in ethnographic methods and anthropological theory, followed by thematised progression in accordance with the student's interests and future intentions for work or study.",Understand when and how to apply ethnographic research techniques; Select from a range of anthropological methods those most suitable to a particular research or policy problem; Demonstrate knowledge of the history of anthropological theory and the different ethnographic methods associated with different periods; Articulate and demonstrate the value of conducting ethnographic work in a given context; Design ethnographically based programs of investigation ready for application in a given field or work or study. Apply anthropological knowledge to cross-cultural work environments and problem solving. Complete a major piece of research in the field of Anthropology,Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Anthropology and Participatory Development,Humanities and Social Science,"47,124.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MAAPD,English,A,"If you’re a development practitioner, or aspiring to be one, the Master of Applied Anthropology and Participatory Development (MAAPD) will give you the practical and analytic skills you need to make a difference, and also the theory to assess your impact.The MAAPD is a highly-regarded qualification taught by leading academics with development work experience in the fieldThe MAAPD has a number of themes to guide your course choices according to your passions: conflict, development, environment, gender, health, humanitarian, and indigenous.","Gain an understanding of trends and changes in development theory and practice as they apply to local development processes; Apply critical social inquiry and participatory processes to the design, implementation, monitoring and evaluation of development activities; Undertake social assessments and integrate social perspectives and participatory practices with other forms of technical expertise in development work; Advise on the development policy processes of NGOs, the private sector, government, and multilateral agencies to ensure the inclusion of local and community perspectives.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Anthropology and Participatory Development - Online,Humanities and Social Science,"47,124.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MAAPO,English,A,"If you’re a development practitioner, or aspiring to be one, the Master of Applied Anthropology and Participatory Development (Online) will give you the practical and analytic skills you need to make a difference, and also the theory to assess your impact.This degree is a highly-regarded qualification taught by leading academics with development work experience in the fieldThis degree has a number of themes to guide your course choices according to your passions.","Gain an understanding of trends and changes in development theory and practice as they apply to local development processes; Apply critical social inquiry and participatory processes to the design, implementation, monitoring and evaluation of development activities; Undertake social assessments and integrate social perspectives and participatory practices with other forms of technical expertise in development work; Advise on the development policy processes of NGOs, the private sector, government, and multilateral agencies to ensure the inclusion of local and community perspectives",Australia,Yes,Yes,No,Yes,Yes,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Anthropology and Participatory Development (Advanced),Humanities and Social Science,"47,124.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VAAPD,English,A,"If you’re a development practitioner, or aspiring to be one, the Master of Applied Anthropology and Participatory Development (Advanced) will give you the practical and analytic skills you need to make a difference, and also the theory to assess your impact.The degree is a highly-regarded qualification taught by leading academics with development work experience in the fieldIt has a number of themes to guide your course choices according to your passions: conflict, development, environment, gender, health, humanitarian, and indigenous.","Gain an understanding of trends and changes in development theory and practice as they apply to local development processes; Apply critical social inquiry and participatory processes to the design, implementation, monitoring and evaluation of development activities; Undertake social assessments and integrate social perspectives and participatory practices with other forms of technical expertise in development work; Advise on the development policy processes of NGOs, the private sector, government, and multilateral agencies to ensure the inclusion of local and community perspectives; and Develop and implement a major research project.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Anthropology and Participatory Development (Advanced) - Online,Humanities and Social Science,"47,124.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VAAPO,English,A,"If you’re a development practitioner, or aspiring to be one, the Master of Applied Anthropology and Participatory Development (Advanced) - Online will give you the practical and analytic skills you need to make a difference, and also the theory to assess your impact.This degree is a highly-regarded qualification taught by leading academics with development work experience in the fieldThis degree has a number of themes to guide your course choices according to your passions.","gain an understanding of trends and changes in development theory and practice as they apply to local development processes; apply critical social inquiry and participatory processes to the design, implementation, monitoring and evaluation of development activities; undertake social assessments and integrate social perspectives and participatory practices with other forms of technical expertise in development work; advise on the development policy processes of NGOs, the private sector, government, and multilateral agencies to ensure the inclusion of local and community perspectives; and develop and implement a major research project.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Data Analytics,Computer Science & Information Technology,"48,384.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MADAN,English,A,"The Master of Applied Data Analytics is a 1.5 year full-time (or equivalent part-time) degree that provides students with: 		Exposure to best practice in data analytics. 		Cutting edge courses in areas of relevance to data analytics practitioners. 		An opportunity to deepen knowledge in one of the three areas of computation, statistics, or social science. 		Professional development for practicing data analytics professionals. 		The opportunity to undertake research of professional relevance. The program will be taught in intensive blended mode with students expected to be enrolled part-time.","Select, adapt, apply, and communicate advanced data analytics methods and techniques; Apply data analytics to decision making about policy, business and service delivery; Examine current issues in data analytics using leading-edge research and practices in the field; Demonstrate strong cognitive, technical, and communication skills to work independently and collaboratively to collect, process, interpret and communicate the outcomes of data analytics problems; and Communicate complex data analytics outcomes to diverse audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Economics,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),4.5,https://programsandcourses.anu.edu.au/2021/program/MAPEC,English,A,The MAppEc rigorous training in econometric and quantitative methods will attracts outstanding students to the University. In particular influential economic policy advisors in prominent organs of national executive government (especially PM&C and Treasury) have found very appealing the way the MAppEc provides a training in putting national policy issues in a quantified frame.,access the technical academic literature in most fields of study in applied economics and econometrics; be capable of undertaking independent research in applied economics and econometrics at the graduate level and provide intuition for the results; have the capacity to analyse the economic effects of policy changes in several fields of economics.,Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Applied Finance,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/7421XMAPFN,English,A,"Do you dream of working in the leading financial cities of the world: New York, London, Shanghai, Sydney and Hong Kong? Have you ever wondered why some companies are successful and others fail? Are you interested in learning how to maximise profits and minimise risk? The ANU Master of Applied Finance will equip you to excel in the financial marketplace. This program is for you if you are, or are intending to become, a specialist in finance, or a professional offering advice in this area.As a student you will be challenged to solve a variety of financial problems and will develop a keen analytical mind which will prove invaluable in the fast changing world of finance. As a Master of Applied Finance graduate from the Australian National University you will be highly sought-after by employers both in Australia and around world.","Describe the three ideas underpinning finance: the time value of money; diversification; and, arbitrage Critically assess the application of these three ideas to corporate financial decision-making; investment decisions and portfolio management; derivatives and risk management; portfolio construction; corporate valuation; and debt markets. Use strong cognitive, technical and communication skills in interpreting, analysing, and evaluating financial information and problems. Use professional abilities that will enhance research and analytical skills.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Archaeological and Evolutionary Science,Science and Health Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MAESC,English,A,"This program - not offered at any other Australian University – equips you with the theory and skills required to undertake a scientific study of the past and present of humanity using Archaeology and/or Biological Anthropology perspectives. Students can tailor the program to their own training objectives, through hands-on experience with a variety of world-leading supervising specialists, materials, and fieldwork and laboratory resources. The Archaeological Science stream offers professionally-oriented training and the opportunity to focus on tailored independent research projects. By taking Biological Anthropology courses you will study humans and non-human primates as varied and dynamically changing biological organisms. You will explore primate evolution, ecology, behaviour and conservation; human evolution and behaviour; palaeopathology, bioarchaeology, and forensic archaeology/anthropology.Four specialisations are available to match your interests:Primate and Human BehaviourBioarchaeology and Forensic AnthropologyEnvironmental Archaeology and Climate ChangeHuman Evolution","clearly understand evolutionary processes as they relate to biological anthropology, and/or understand the theories, methods and practice of archaeological science; apply scientific method in archaeological science and/or to paleontological and bioarchaeological specimens, morphological materials and/or primate behaviour and ecology, understand how scientific techniques can be applied to archaeological and/or biological anthropological problems in the field, laboratory and written form; critically analyse data and literature within the discipline of archaeological science or biological anthropology to reach independent conclusions; effectively communicate to others their knowledge of humankind’s place in nature and/or our past.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Archaeological and Evolutionary Science (Advanced),Science and Health Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VAESC,English,A,"This program - ­ not offered at any other Australian University – equips you with the theory and skills required to undertake a scientific study of the past and present of humanity using Archaeology and/or Biological Anthropology perspectives. Students can tailor the program to their own training objectives, through hands-on experience with a variety of world-leading supervising specialists, materials, and fieldwork and laboratory resources. The Archaeological Science stream offers professionally-oriented training and the opportunity to focus on tailored independent research projects. By taking Biological Anthropology courses you will study humans and non-human primates as varied and dynamically changing biological organisms. You will explore primate evolution, ecology, behaviour and conservation; human evolution and behaviour; palaeopathology, bioarchaeology, and forensic archaeology/anthropology.Four specialisations are available to match your interests:Primate and Human BehaviourBioarchaeology and Forensic AnthropologyEnvironmental Archaeology and Climate ChangeHuman Evolution","clearly understand evolutionary processes as they relate to biological anthropology, and/or understand the theories, methods and practice of archaeological science; apply scientific method in archaeological science and/or to paleontological and bioarchaeological specimens, morphological materials and/or primate behaviour and ecology, understand how scientific techniques can be applied to archaeological and/or biological anthropological problems in the field, laboratory and written form; critically analyse data and literature within the discipline of archaeological science or biological anthropology to reach independent conclusions; effectively communicate to others their knowledge of humankind’s place in nature and/or our past; complete a major piece of research (including research design, undertake research, data analysis and interpretation, and write-up/publication)",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Archaeological Science (Advanced),Science and Health Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VARSC,English,A,"Boost your credentials and your career with a Master of Archaeological Science at the ANU.This unique degree offers you access to over 40 top-ranked international archaeologists. Join them in the field or in our world-class laboratories to hone your technical expertise and experience.Students can tailor the program to their own training objectives, through hands-on experience with a wide-range of supervising specialists, materials and laboratory resources.Two specialisations are available to match your interests:Forensic archaeology and palaeopathologyQuaternary studies and palaeoenvironments","understand the theories, methods and practice of archaeological science; understand how scientific techniques can be applied to archaeological problems; be familiar with the major sub-disciplines of archaeological science; be able to apply archaeological scientific techniques in the field, laboratory and written form; be trained and have experience in undertaking a research project in at least one branch of archaeological science; complete a major piece of research in the field of Archaeological Science (including research design, undertake research, data analysis and interpretation, and write-up/publication)",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Art History and Curatorial Studies,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MAHCS,English,A,"Where better to study art history and curatorship than surrounded by Australia’s national cultural and collecting institutions? What’s more, where better to study Art History than in Australia’s premier practice-led research institution, the ANU School of Art and Design. Here, you will study the history of art while surrounded by the making of art.At ANU you can take advantage of our strong connections to the National Gallery of Australia, the National Museum of Australia, the National Portrait Gallery, the National Library and the Australian War Memorial to participate in our renowned internship program.And like many of our graduates before you, you might even find yourself working there.Our leading Master of Art History and Curatorial Studies program offers courses in a range of fields including Australian and Asian art; 19th – 20th century Australian and European art and design; modernism and postmodernism; curatorial practice, all taught by our specialist art historians.","differentiate and critique at an advanced level the historical, social, cultural and political contexts of diverse periods, styles, and methods in Art History closely analyse at an advanced level individual works of art, and interpret and communicate ideas to both specialist and non-specialist audiences using disciplinary language and conventions; construct comprehensive linkages between the study of Art History and the practicalities of curating; and undertake independent research.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Art History and Curatorial Studies (Advanced),Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VAHCS,English,A,"Where better to study art history and curatorship than surrounded by Australia’s national cultural and collecting institutions? What’s more, where better to study Art History than in Australia’s premier practice-led research institution, the ANU School of Art & Design. Here, you will study the history of art while surrounded by the making of art.At ANU you can take advantage of our strong connections to the National Gallery of Australia, the National Museum of Australia, the National Portrait Gallery, the National Library and the Australian War Memorial to participate in our renowned internship program.And like many of our graduates before you, you might even find yourself working there.Our leading Master of Art History and Curatorial Studies (Advanced) program offers courses in a range of fields including Australian and Asian art; 19th – 20th century Australian and European art and design; modernism and postmodernism; curatorial practice, all taught by our specialist art historians.","differentiate and critique at an advanced level the historical, social, cultural and political contexts of diverse periods, styles, and methods in Art History closely analyse at an advanced level individual works of art, and interpret and communicate ideas to both specialist and non-specialist audiences using disciplinary language and conventions; construct comprehensive linkages between the study of Art History and the practicalities of curating; complete a major piece of research in the field of Art History and Curatorial Studies.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Arts - Arts Administration / Master of Museum and Heritage Studies,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/MMUAU,English,A,"The Master of Museum and Heritage Studies at ANU provides the unique opportunity to articulate with the Indiana University to complete a double degree with the Master of Arts – Arts Administration. These degrees draw on strong connections with cultural and collecting institutions in Australia and the United States. The double degree aims to prepare you for an innovative career in both Museum Curatorial practice (ANU) and Arts Administration (IU). At the ANU, students will learn traditional curatorship and collections management, while also being introduced to new areas impacting on national and international cultural policy such as social inclusion, citizenship and community engagement, social activism and museums, Indigenous curation and collection, and innovative visitor and audience studies. At IU, students will gain the knowledge and practical skills needed to become an effective arts advocate and leader of change; students will be introduced to a range of core skills in the areas of business, marketing, policy and management, as well as a thorough understanding of the arts sector.","analyse, research, reflect on and synthesise complex approaches to museums and collecting agencies and their relationships to societies; evaluate significant debates, problems, controversies, concepts and theories pertinent to museums and collections; develop critical engagement with, and a working knowledge of, museums and collecting agencies; and communicate and interpret knowledge and ideas to general and specialists museum audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Arts - Arts Administration / Master of Museum and Heritage Studies,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/MMUIU,English,A,"The Master of Museum and Heritage Studies at ANU provides the unique opportunity to articulate with the Indiana University to complete a double degree with the Master of Arts – Arts Administration. These degrees draw on strong connections with cultural and collecting institutions in Australia and the United States. The double degree aims to prepare you for an innovative career in both Museum Curatorial practice (ANU) and Arts Administration (IU). At the ANU, students will learn traditional curatorship and collections management, while also being introduced to new areas impacting on national and international cultural policy such as social inclusion, citizenship and community engagement, social activism and museums, Indigenous curation and collection, and innovative visitor and audience studies. At IU, students will gain the knowledge and practical skills needed to become an effective arts advocate and leader of change; students will be introduced to a range of core skills in the areas of business, marketing, policy and management, as well as a thorough understanding of the arts sector.","analyse, research, reflect on and synthesise complex approaches to museums and collecting agencies and their relationships to societies; evaluate significant debates, problems, controversies, concepts and theories pertinent to museums and collections; develop critical engagement with, and a working knowledge of, museums and collecting agencies; and communicate and interpret knowledge and ideas to general and specialists museum audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Asian and Pacific Studies,Humanities and Social Science,"45,864.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MANPS,English,A,"Academic Contact: Dr. Bethwyn EvansThe Master of Asian and Pacific Studies will provide you with the regional grounding and research expertise you need to graduate as a leader of the Asian Century. The program provides a broad variety of courses with an Asian and Pacific focus and allows students to follow individual areas of specialisation in specific Asian and Pacific regions or in disciplines drawing on regional case studies. The Master of Asian and Pacific Studies program is a world leader in the teaching of Asian languages, and offers notable opportunities for student mobility through in-country study. In this program you will be taught by some of the world’s most eminent scholars of Asia and the Pacific who are based in the prestigious College of Asia at the Pacific at the ANU, with its constituent academic units: the School of Culture, History and Language; the Coral Bell School of Asia Pacific Affairs; the Crawford School of Public Policy; and the School of Regulation and Global Governance.","Demonstrate a detailed knowledge of the cultures, societies, politics, environments and histories of the Asian and Pacific regions; Understand and apply advanced analytical tools and methods to conduct independent research on Asian and the Pacific; Demonstrate advanced written and verbal communication skills; Communicate findings in academic and practical contexts, justifying approaches and methods, individually and in groups.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Biological Anthropology (Advanced),Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VBIAN,English,A,"What does it mean to be human?If you’re interested in the answer, you’ll love the Master of Biological Anthropology.This program - not offered at any other Australian University – equips you with the theory and skills required to study humans and non-human primates as varied and dynamically changing biological organisms. You will explore primate evolution, ecology, behaviour and conservation; human evolution, and behaviour; animal domestication; palaeopathology and bioarchaeology.You can also choose from a range of electives including ancient health and medicine, forensic anthropology and archaeology, anthropological genetics and environmental disasters.","Clearly understand evolutionary processes as they relate to biological anthropology. Apply the scientific method to paleontological specimens, morphological materials and/or primate behaviour & ecology. Critically analyse data and literature within the discipline to reach independent conclusions Effectively communicate to others their knowledge of humankind’s place in nature Complete a major piece of research in biological anthropology",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Biotechnology,Computer Science & Information Technology,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MBIOT,English,A,"Place yourself at the forefront of innovation, engineering organisms to address issues of food security, disease and climate change with the ANU Master of Biotechnology.Study alongside our leading researchers who work on issues of global importance in areas of biochemistry and molecular biology in the biomedical, animal and plant sciences.You will also consider the social and ethical impacts of biotechnological research.Our Canberra location means you will learn about the work done by Australia’s largest government employers in biotechnology.Find out more about biotechnology, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","apply their knowledge in biotechnology to new problems; interpret, synthesize and critically analyse published literature of relevance to biotechnology; demonstrate basic laboratory skills that are commonly used in biotechnology research; communicate own research work to peers and research scientists; and clearly present theory and results in both written and oral formats.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Biotechnology (Advanced),Computer Science & Information Technology,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VBIOT,English,A,"Place yourself at the forefront of innovation, engineering organisms to address issues of food security, disease and climate change with the ANU Master of Biotechnology.Study alongside our leading researchers who work on issues of global importance in areas of biochemistry and molecular biology in the biomedical, animal and plant sciences.You will also consider the social and ethical impacts of biotechnological research.Our Canberra location means you will learn about the work done by Australia’s largest government employers in biotechnology.This Advanced program incorporates a research project and thesis.Find out more about biotechnology, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Demonstrate high level knowledge in the area of biotechnology; Interpret, synthesize and critically analyse published literature of relevance to biotechnology; Perform experimental work, interpret and analyse results, write reports and collate data into a thesis; Clearly present theory and results in both written and oral formats.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Business Administration,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MBADM,English,A,"Building upon management experience and prior learning, the Master of Business Administration (MBA) program provides middle managers with essential business and management knowledge and skills to move into senior management roles.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Integrate professional knowledge and skills from fellow middle managers",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
