Study_Mode,Course_Lang,Duration,Availability,Study_Type,Currency_Time,Blended,Offline,Faculty,Mode_of_Study,Local_Fees,Online_Only,Description,Currency,Online,Course,Part_Time,Int_Description,University,Website,Full_Time,City,Course_Level,Career_Outcomes,Level_Code,Duration_Time,Int_Fees,Distance
1,English,3,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Framed by the Catholic intellectual tradition, this course introduces students to the richness and breadth of theological scholarship. Students can pursue an in-depth program of study in biblical studies, systematic theology, ministry, liturgy, ancient languages and philosophy. Students can also undertake units in other disciplines, such as in the liberal arts. Through the community engagement component of this degree, students are offered the opportunity to explore Christian theology in a range of contemporary settings, including Indigenous and international. Global experience is also encouraged as part of students’ learning, with study abroad opportunities available at the ACU Rome Centre, with one of our partner institutions in Europe or the United States, or in Israel with a study tour. Students develop a wide range of adaptable skills, including an enhanced capacity to analyse, critically reflect, evaluate, and to bring ethical perspectives to life and work. Students also develop their communication skills; the capacity to evaluate and discriminate between multiple viewpoints, and to develop and articulate compelling arguments (both orally and in writing).",AUD,Yes,Bachelor of Theology,Yes,"Are you interested in the meaning of life? Do you want to explore the big questions of life, the universe and everything in a critical and sustained way? In the Bachelor of Theology you explore the richness of the Christian tradition to address life's big questions. Theology is an integral part of the Catholic intellectual tradition, as faith seeks a critical understanding of its beliefs and values, and addresses the questions posed by the contemporary world. Drawing on the intellectual resources of Christianity you will explore time honoured human questions Is there a God? What can we know of God? What happens when we die? How can I live an authentic life? and bring them into conversation with cutting edge questions and concerns Is religion compatible with science? Why Christianity and not another religion? Does faith make me a better person? At ACU, theology shares with philosophy and related disciplines, a common vision and a collaborative concern for truth, justice, ethical values and the dignity of the human person.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_theology,Yes,New South Wales,Bachelor,"Graduates are prepared to succeed in a wide variety of professions such as chaplaincy, ministry, pastoral work and other church-related careers, teaching (with further study), youth and social work, research, journalism, or work with church-based and international development agencies.",UG,Years,23400,Blended
1,English,3,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,7239,No,"The Bachelor of Visual Arts and Design degree provides an exciting mix of: You will explore the relationships between two-dimensional media areas such as drawing, painting, printmaking and photography, and three and four-dimensional areas such as sculpture, video production and object design, as well as graphic design leading to webpage design and animation. Students can specialise in one of these areas in the third year of the course plus there are opportunities for an internship and acquisition of relevant business skills.",AUD,Yes,Bachelor of Visual Arts & Design,Yes,"The Bachelor of Visual Arts and Design degree provides an exciting mix of:You will explore the relationships between two-dimensional media areas such as drawing, painting, printmaking and photography, and three and four-dimensional areas such as sculpture, video production and object design, as well as graphic design leading to webpage design and animation.Students can specialise in one of these areas in the third year of the course plus there are opportunities for an internship and acquisition of relevant business skills.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_visual_arts_and_design,Yes,Melbourne,Bachelor,"The type of careers this qualification leads to may include administrator, art conservation, art gallery manager, art theory research assistant, art therapist, community art, creative director, curatorships, events coordinator, professional artist, theatre and set designer, video film maker and editor, visual merchandiser.",UG,Years,24104,Blended
1,English,3,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,7239,No,"The Bachelor of Visual Arts and Design degree provides an exciting mix of: You will explore the relationships between two-dimensional media areas such as drawing, painting, printmaking and photography, and three and four-dimensional areas such as sculpture, video production and object design, as well as graphic design leading to webpage design and animation. Students can specialise in one of these areas in the third year of the course plus there are opportunities for an internship and acquisition of relevant business skills.",AUD,Yes,Bachelor of Visual Arts & Design,Yes,"The Bachelor of Visual Arts and Design degree provides an exciting mix of:You will explore the relationships between two-dimensional media areas such as drawing, painting, printmaking and photography, and three and four-dimensional areas such as sculpture, video production and object design, as well as graphic design leading to webpage design and animation.Students can specialise in one of these areas in the third year of the course plus there are opportunities for an internship and acquisition of relevant business skills.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_visual_arts_and_design,Yes,New South Wales,Bachelor,"The type of careers this qualification leads to may include administrator, art conservation, art gallery manager, art theory research assistant, art therapist, community art, creative director, curatorships, events coordinator, professional artist, theatre and set designer, video film maker and editor, visual merchandiser.",UG,Years,24104,Blended
1,English,3,A,Offline,Years,,Yes,Education,Full Time / Part Time,7035,No,"Youth Work is an exciting and challenging career involving working for and with young people in a variety of fun and rewarding ways. The key thing that differentiates youth workers from other community service workers is that young people are their primary concern. Youth work acknowledges the social and cultural environments within which young people live and helps foster young people's emotional and social development. In addition to the specified youth work units, students study sociology and choose electives from the broad suite of offerings in the Bachelor of Arts. Students will receive valuable practical experience in working with young people, in addition to the theoretical insights and practical competencies needed for dealing with the needs, problems and aspirations of young people. Our graduates are employed in local government, welfare services, youth justice, educational institutions, substance abuse and homelessness agencies. The Bachelor of Youth Work responds to community need for highly trained and skilled youth workers to meet the needs of young people in a range of public and community-based settings. Students will qualify to: Students will receive valuable practical experience in working with young people in agencies, in addition to the theoretical insights and practical competencies needed for enabling creative roles in dealing with the needs, problems and aspirations of young people.",AUD,Yes,Bachelor of Youth Work,Yes,"Youth Work is an exciting and challenging career involving working for and with young people in a variety of fun and rewarding ways. The key thing that differentiates youth workers from other community service workers is that young people are their primary concern. Youth work acknowledges the social and cultural environments within which young people live and helps foster young people's emotional and social development.In addition to the specified youth work units, students study sociology and choose electives from the broad suite of offerings in the Bachelor of Arts. Students will receive valuable practical experience in working with young people, in addition to the theoretical insights and practical competencies needed for dealing with the needs, problems and aspirations of young people.Our graduates are employed in local government, welfare services, youth justice, educational institutions, substance abuse and homelessness agencies.The Bachelor of Youth Work responds to community need for highly trained and skilled youth workers to meet the needs of young people in a range of public and community-based settings.Students will qualify to:Students will receive valuable practical experience in working with young people in agencies, in addition to the theoretical insights and practical competencies needed for enabling creative roles in dealing with the needs, problems and aspirations of young people.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_youth_work,Yes,Melbourne,Bachelor,"This is the basic degree qualification for youth work in Australia and prepares graduates for a range of positions in Youth Work and community work with young people. The course provides graduates with skills relevant to many different youth services and prepares them for careers in leadership positions in professional youth work and in youth services in Local Government, in education, in State and Federal Government and in the non-for-profits sectors.",UG,Years,24104,Blended
1,English,1,A,Offline,Years,,Yes,English,Full Time / Part Time,8810,No,"The Bachelor of Applied Public Health (Honours) allows students to build upon the knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. Graduates of the Bachelor of Applied Public Health (Honours) will have:",AUD,Yes,Bachelor of Applied Public Health (Honours),Yes,"The Bachelor of Applied Public Health (Honours) allows students to build upon the knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.Graduates of the Bachelor of Applied Public Health (Honours) will have:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_applied_public_health_honours,Yes,Melbourne,Honours,public health officer community development worker epidemiologist policy analyst program evaluator health educator project officer and consumer advocate.,HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,6680,No,"The Bachelor of Arts (Honours) is available for high-achieving students who have completed a relevant Pass Bachelor  degree offered by the Faculty of Education and Arts or equivalent at another institution. Aside from expanding your knowledge in a specialised area, an Honours degree will give you an edge in an increasingly competitive job market. You will build on your knowledge in your chosen major area of study through research, analysis and communication skills. Undertaking an Honours year is also an important step for those who want to become an academic or a professional researcher. Bachelor of Arts (Honours) students will:",AUD,Yes,Bachelor of Arts (Honours),Yes,"The Bachelor of Arts (Honours) is available for high-achieving students who have completed a relevant Pass Bachelor  degree offered by the Faculty of Education and Arts or equivalent at another institution.Aside from expanding your knowledge in a specialised area, an Honours degree will give you an edge in an increasingly competitive job market.You will build on your knowledge in your chosen major area of study through research, analysis and communication skills.Undertaking an Honours year is also an important step for those who want to become an academic or a professional researcher.Bachelor of Arts (Honours) students will:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_arts_honours,Yes,Brisbane,Honours,public health officer community development worker epidemiologist policy analyst program evaluator health educator project officer and consumer advocate.,HONS,Year,24104,Blended
1,English,1,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,6680,No,"The Bachelor of Arts (Honours) is available for high-achieving students who have completed a relevant Pass Bachelor  degree offered by the Faculty of Education and Arts or equivalent at another institution. Aside from expanding your knowledge in a specialised area, an Honours degree will give you an edge in an increasingly competitive job market. You will build on your knowledge in your chosen major area of study through research, analysis and communication skills. Undertaking an Honours year is also an important step for those who want to become an academic or a professional researcher. Bachelor of Arts (Honours) students will:",AUD,Yes,Bachelor of Arts (Honours),Yes,"The Bachelor of Arts (Honours) is available for high-achieving students who have completed a relevant Pass Bachelor  degree offered by the Faculty of Education and Arts or equivalent at another institution.Aside from expanding your knowledge in a specialised area, an Honours degree will give you an edge in an increasingly competitive job market.You will build on your knowledge in your chosen major area of study through research, analysis and communication skills.Undertaking an Honours year is also an important step for those who want to become an academic or a professional researcher.Bachelor of Arts (Honours) students will:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_arts_honours,Yes,Melbourne,Honours,public health officer community development worker epidemiologist policy analyst program evaluator health educator project officer and consumer advocate.,HONS,Year,24104,Blended
1,English,1,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,6680,No,"The Bachelor of Arts (Honours) is available for high-achieving students who have completed a relevant Pass Bachelor  degree offered by the Faculty of Education and Arts or equivalent at another institution. Aside from expanding your knowledge in a specialised area, an Honours degree will give you an edge in an increasingly competitive job market. You will build on your knowledge in your chosen major area of study through research, analysis and communication skills. Undertaking an Honours year is also an important step for those who want to become an academic or a professional researcher. Bachelor of Arts (Honours) students will:",AUD,Yes,Bachelor of Arts (Honours),Yes,"The Bachelor of Arts (Honours) is available for high-achieving students who have completed a relevant Pass Bachelor  degree offered by the Faculty of Education and Arts or equivalent at another institution.Aside from expanding your knowledge in a specialised area, an Honours degree will give you an edge in an increasingly competitive job market.You will build on your knowledge in your chosen major area of study through research, analysis and communication skills.Undertaking an Honours year is also an important step for those who want to become an academic or a professional researcher.Bachelor of Arts (Honours) students will:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_arts_honours,Yes,New South Wales,Honours,public health officer community development worker epidemiologist policy analyst program evaluator health educator project officer and consumer advocate.,HONS,Year,24104,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time,9520,No,"The Bachelor of Biomedical Science (Honours) allows students to extend knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.",AUD,Yes,Bachelor of Biomedical Science (Honours),Yes,"The Bachelor of Biomedical Science (Honours) allows students to extend knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_biomedical_science_honours,Yes,Brisbane,Honours,"Examples include entry level roles in pharmaceutical and medical technology industries; with further workplace training and experience this degree may lead to roles in marketing, medical, legal, research and quality assurance. Graduates might work in research roles in Universities, hospitals or the public health sector. Graduates could pursue careers in science communication, or may undertake further study in post graduate health programs or research.",HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time,9520,No,"The Bachelor of Biomedical Science (Honours) allows students to extend knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.",AUD,Yes,Bachelor of Biomedical Science (Honours),Yes,"The Bachelor of Biomedical Science (Honours) allows students to extend knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_biomedical_science_honours,Yes,Melbourne,Honours,"Examples include entry level roles in pharmaceutical and medical technology industries; with further workplace training and experience this degree may lead to roles in marketing, medical, legal, research and quality assurance. Graduates might work in research roles in Universities, hospitals or the public health sector. Graduates could pursue careers in science communication, or may undertake further study in post graduate health programs or research.",HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time,9520,No,"The Bachelor of Biomedical Science (Honours) allows students to extend knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.",AUD,Yes,Bachelor of Biomedical Science (Honours),Yes,"The Bachelor of Biomedical Science (Honours) allows students to extend knowledge gained in their undergraduate degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_biomedical_science_honours,Yes,North Sydney,Honours,"Examples include entry level roles in pharmaceutical and medical technology industries; with further workplace training and experience this degree may lead to roles in marketing, medical, legal, research and quality assurance. Graduates might work in research roles in Universities, hospitals or the public health sector. Graduates could pursue careers in science communication, or may undertake further study in post graduate health programs or research.",HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,9520,No,"Bachelor of Exercise and Sports Science (Honours) students will: In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",AUD,Yes,Bachelor of Exercise and Sports Science (Honours),Yes,"Bachelor of Exercise and Sports Science (Honours) students will:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_exercise_and_sports_science_honours,Yes,Brisbane,Honours,"Graduates can work as health and fitness consultants, exercise scientists, sports scientists, sports coaches, and exercise physiologists*.",HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,9520,No,"Bachelor of Exercise and Sports Science (Honours) students will: In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",AUD,Yes,Bachelor of Exercise and Sports Science (Honours),Yes,"Bachelor of Exercise and Sports Science (Honours) students will:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_exercise_and_sports_science_honours,Yes,Melbourne,Honours,"Graduates can work as health and fitness consultants, exercise scientists, sports scientists, sports coaches, and exercise physiologists*.",HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,9520,No,"Bachelor of Exercise and Sports Science (Honours) students will: In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",AUD,Yes,Bachelor of Exercise and Sports Science (Honours),Yes,"Bachelor of Exercise and Sports Science (Honours) students will:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_exercise_and_sports_science_honours,Yes,New South Wales,Honours,"Graduates can work as health and fitness consultants, exercise scientists, sports scientists, sports coaches, and exercise physiologists*.",HONS,Year,24336,Blended
1,English,1,D,Offline,Years,,Yes,Science and Health Science,Full Time / Part Time,7035,No,"The Bachelor of Midwifery (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Midwifery or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Midwifery (Honours) will have: Importantly, this degree does not lead to registration as a midwife with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Midwifery (Honours),Yes,"Bachelor of Exercise and Sports Science (Honours) students will:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_midwifery_honours,Yes,Brisbane,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,24336,Blended
1,English,1,D,Offline,Years,,Yes,Science and Health Science,Full Time / Part Time,7035,No,"The Bachelor of Midwifery (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Midwifery or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Midwifery (Honours) will have: Importantly, this degree does not lead to registration as a midwife with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Midwifery (Honours),Yes,"Bachelor of Exercise and Sports Science (Honours) students will:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree. Possible career paths include:",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_midwifery_honours,Yes,Melbourne,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7035,No,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Nursing (Honours) will have: Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Nursing (Honours),Yes,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff.Graduates of the Bachelor of Nursing (Honours) will have:Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursing_honours,Yes,Ballarat,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,29520,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7035,No,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Nursing (Honours) will have: Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Nursing (Honours),Yes,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff.Graduates of the Bachelor of Nursing (Honours) will have:Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursing_honours,Yes,Brisbane,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,29520,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7035,No,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Nursing (Honours) will have: Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Nursing (Honours),Yes,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff.Graduates of the Bachelor of Nursing (Honours) will have:Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursing_honours,Yes,Canberra,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,29520,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7035,No,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Nursing (Honours) will have: Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Nursing (Honours),Yes,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff.Graduates of the Bachelor of Nursing (Honours) will have:Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursing_honours,Yes,Melbourne,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,29520,Blended
1,English,1,A,Offline,Years,,Yes,Medical and Nursing,Full Time / Part Time,7035,No,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff. Graduates of the Bachelor of Nursing (Honours) will have: Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",AUD,Yes,Bachelor of Nursing (Honours),Yes,"The Bachelor of Nursing (Honours) is a one-year degree for high-achieving students who have already completed the Bachelor of Nursing or equivalent. The Honours degree allows students to build upon the knowledge gained in their past degree, develop research skills that will equip them for future study at a higher degree level and work closely with an academic expert to contribute to a particular area of interest. The main focus of the degree is to produce a research thesis under supervision from experienced academic staff.Graduates of the Bachelor of Nursing (Honours) will have:Importantly, this degree does not lead to nurse registration with the Australian Health Practitioner Regulation Agency (AHPRA).",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nursing_honours,Yes,North Sydney,Honours,"Completion of an Honours degree equips graduates with important skills in research, data analysis and interpretation, and project management. It is the most efficient pathway to doctoral studies. An Honours degree also provides graduates with greater knowledge of research and interpretation, which can be usefully applied in the clinical setting.",HONS,Year,29520,Blended
1,English,1,A,Offline,Years,,Yes,Computer Science & Information Technology,Full Time / Part Time,9520,No,"This is a one-year degree or equivalent part time study, taught in English, for high-achieving students who have already completed a relevant Bachelor degree. Students initially develop an understanding of ethical research design, practice and analysis within a nutrition and food science research setting. This knowledge is then incorporated into an original and independent research project conducted under the supervision of academic staff and/or industry professionals with expertise in the field. Bachelor of Nutrition Science (Honours) students will have the opportunity to: In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree",AUD,Yes,Bachelor of Nutrition Science (Honours),Yes,"This is a one-year degree or equivalent part time study, taught in English, for high-achieving students who have already completed a relevant Bachelor degree. Students initially develop an understanding of ethical research design, practice and analysis within a nutrition and food science research setting. This knowledge is then incorporated into an original and independent research project conducted under the supervision of academic staff and/or industry professionals with expertise in the field.Bachelor of Nutrition Science (Honours) students will have the opportunity to:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nutrition_science_honours,Yes,Melbourne,Honours,National and international health agencies State and federal government health departments Public health nutritionist Industry nutritionist Private practice nutritionist Nutrition assessment Nutrition communicator Food science and technology industry Food safety and regulation Quality assurance Research and product development Education sector,HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Computer Science & Information Technology,Full Time / Part Time,9520,No,"This is a one-year degree or equivalent part time study, taught in English, for high-achieving students who have already completed a relevant Bachelor degree. Students initially develop an understanding of ethical research design, practice and analysis within a nutrition and food science research setting. This knowledge is then incorporated into an original and independent research project conducted under the supervision of academic staff and/or industry professionals with expertise in the field. Bachelor of Nutrition Science (Honours) students will have the opportunity to: In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree",AUD,Yes,Bachelor of Nutrition Science (Honours),Yes,"This is a one-year degree or equivalent part time study, taught in English, for high-achieving students who have already completed a relevant Bachelor degree. Students initially develop an understanding of ethical research design, practice and analysis within a nutrition and food science research setting. This knowledge is then incorporated into an original and independent research project conducted under the supervision of academic staff and/or industry professionals with expertise in the field.Bachelor of Nutrition Science (Honours) students will have the opportunity to:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nutrition_science_honours,Yes,New South Wales,Honours,National and international health agencies State and federal government health departments Public health nutritionist Industry nutritionist Private practice nutritionist Nutrition assessment Nutrition communicator Food science and technology industry Food safety and regulation Quality assurance Research and product development Education sector,HONS,Year,24336,Blended
1,English,1,A,Offline,Years,,Yes,Computer Science & Information Technology,Full Time / Part Time,9520,No,"This is a one-year degree or equivalent part time study, taught in English, for high-achieving students who have already completed a relevant Bachelor degree. Students initially develop an understanding of ethical research design, practice and analysis within a nutrition and food science research setting. This knowledge is then incorporated into an original and independent research project conducted under the supervision of academic staff and/or industry professionals with expertise in the field. Bachelor of Nutrition Science (Honours) students will have the opportunity to: In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree",AUD,Yes,Bachelor of Nutrition Science (Honours),Yes,"This is a one-year degree or equivalent part time study, taught in English, for high-achieving students who have already completed a relevant Bachelor degree. Students initially develop an understanding of ethical research design, practice and analysis within a nutrition and food science research setting. This knowledge is then incorporated into an original and independent research project conducted under the supervision of academic staff and/or industry professionals with expertise in the field.Bachelor of Nutrition Science (Honours) students will have the opportunity to:In an increasingly competitive job market, an honours degree will give you an edge over candidates who just have an undergraduate degree",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_nutrition_science_honours,Yes,North Sydney,Honours,National and international health agencies State and federal government health departments Public health nutritionist Industry nutritionist Private practice nutritionist Nutrition assessment Nutrition communicator Food science and technology industry Food safety and regulation Quality assurance Research and product development Education sector,HONS,Year,24336,Blended
