Course_Lang,Online_Only,Career_Outcomes,Description,Currency,Course,Currency_Time,Study_Type,Blended,Duration,Mode_of_Study,Faculty,University,Full_Time,City,Duration_Time,Local_Fees,Online,Int_Fees,Availability,Website,Study_Mode,Offline,Distance,Int_Description,Level_Code,Course_Level,Part_Time
English,No,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",AUD,Graduate Certificate in Theological Studies,Years,Online,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Ballarat,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",AUD,Graduate Certificate in Theological Studies,Years,Online,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Brisbane,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",AUD,Graduate Certificate in Theological Studies,Years,Online,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Canberra,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",AUD,Graduate Certificate in Theological Studies,Years,Online,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Melbourne,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,This course is designed to provide basic certification for those who want to teach religious education in schools or parishes.,"This course gives graduates in other disciplines a basic foundation in Christian theology, as well as allowing Theology graduates the opportunity to extend their knowledge in specific areas. Completing the Graduate Certificate in Theological Studies qualifies students for admission into the Master of Theological Studies. Depending on their unit choices, graduates of this course will be able to:",AUD,Graduate Certificate in Theological Studies,Years,Online,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,New South Wales,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_theological_studies,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,Financial Advisor/Planner Wealth Manager Investment consultant,The Graduate Diploma in Financial Planning allows you to specialise in the area of personal financial planning. You will be able to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability. The program embraces the importance of ethical and sustainable decision making. The course is also offered fully online through Open Universities Australia. The Graduate Diploma in Financial Planning articulates into the Master of Finance. This is a one year full-time (or part-time equivalent) course.,AUD,Graduate Diploma in Financial Planning,Years,Offline,,1,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,North Sydney,Year,28000,Yes,32000,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_financial_planning,1,Yes,Blended,The Graduate Diploma in Financial Planning allows you to specialise in the area of personal financial planning.You will be able to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability. The program embraces the importance of ethical and sustainable decision making. The course is also offered fully online through Open Universities Australia.The Graduate Diploma in Financial Planning articulates into the Master of Finance.This is a one year full-time (or part-time equivalent) course.,PG,Graduate,Yes
English,No,"The health professionals who graduate from this course will have the skills needed to work in a variety of roles, such as health administrators and managers in a variety of hospital and community settings.",The Graduate Diploma in Health Administration offers students the opportunity to build on their administrative or management foundations by evaluating current approaches to policy development and implementation in health care delivery. The structure of this course allows students to select a project stream or a research stream relevant to health administration.,AUD,Graduate Diploma in Health Administration,Years,Online,,1,Full Time / Part Time,English,Australian Catholic University,Yes,North Sydney,Year,20004,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_health_administration,2,Yes,Blended,The Graduate Diploma in Health Administration offers students the opportunity to build on their administrative or management foundations by evaluating current approaches to policy development and implementation in health care delivery.The structure of this course allows students to select a project stream or a research stream relevant to health administration.,PG,Graduate,Yes
English,No,The Graduate Diploma in Psychology is currently recognised by the Australian Psychology Accreditation Council as an accredited fourth-year program in Psychology. Students who complete the program will be eligible for provisional registration as a psychologist and associate membership with the Australian Psychological Society.,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology. The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology. In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",AUD,Graduate Diploma in Mental Health Nursing,Years,Offline,,1,Full Time / Part Time,English,Australian Catholic University,Yes,Melbourne,Year,22592,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_psychology,1,Yes,Blended,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology.The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology.In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",PG,Graduate,Yes
English,No,The Graduate Diploma in Psychology is currently recognised by the Australian Psychology Accreditation Council as an accredited fourth-year program in Psychology. Students who complete the program will be eligible for provisional registration as a psychologist and associate membership with the Australian Psychological Society.,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology. The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology. In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",AUD,Graduate Diploma in Mental Health Nursing,Years,Offline,,1,Full Time / Part Time,English,Australian Catholic University,Yes,New South Wales,Year,22592,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_psychology,1,Yes,Blended,"The Graduate Diploma in Psychology is for students who have previously completed an accredited three-year sequence in psychology. It offers advanced level study in a selection of specialised areas in psychology.The course provides graduates with an approved Australian Psychology Accreditation Council (APAC) fourth year of training in psychology.In addition to covering professional issues and ethics, assessment and intervention, and research projects into human behaviour, this graduate diploma also offers electives in advanced topics in psychology.",PG,Graduate,Yes
English,No,"A wide range of career opportunities are available to graduates of Public Health programs in Australia. According to a recent public health workforce study, these opportunities are typically within the public or not-for-profit sector; however, one-quarter of postgraduate public health graduates are employed in the private sector.","ACU’s Graduate Diploma in Public Health equips graduates with advanced knowledge, understanding and skills in public health to improve population health and well-being. The course prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective. On successful completion of the course, graduates should be able to demonstrate advanced knowledge across major subject areas within public health; analyse and utilise best available evidence to support public health action; and demonstrate skills needed to critique and implement a range of public health interventions. Articulation from this course into the Master of Public Health program is available.",AUD,Graduate Diploma in Public Health,Years,Offline,,1,Full Time / Part Time,English,Australian Catholic University,Yes,Melbourne,Year,20272,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_public_health,1,Yes,Blended,"ACU’s Graduate Diploma in Public Health equips graduates with advanced knowledge, understanding and skills in public health to improve population health and well-being. The course prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective.On successful completion of the course, graduates should be able to demonstrate advanced knowledge across major subject areas within public health; analyse and utilise best available evidence to support public health action; and demonstrate skills needed to critique and implement a range of public health interventions.Articulation from this course into the Master of Public Health program is available.",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline). The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum. Graduates of the Graduate Diploma in Rehabilitation should be able to:",AUD,Graduate Diploma in Rehabilitation,Years,Offline,,1,Full Time / Part Time,Computer Science & Information Technology,Australian Catholic University,Yes,Brisbane,Year,22818,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_rehabilitation,1,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline). The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum. Graduates of the Graduate Diploma in Rehabilitation should be able to:",AUD,Graduate Diploma in Rehabilitation,Years,Offline,,1,Full Time / Part Time,Computer Science & Information Technology,Australian Catholic University,Yes,Melbourne,Year,22818,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_rehabilitation,1,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline). The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum. Graduates of the Graduate Diploma in Rehabilitation should be able to:",AUD,Graduate Diploma in Rehabilitation,Years,Offline,,1,Full Time / Part Time,Computer Science & Information Technology,Australian Catholic University,Yes,North Sydney,Year,22818,Yes,24104,A,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_rehabilitation,1,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",AUD,Graduate Diploma in Theological Studies,Years,Online,,1,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Ballarat,Year,18128,Yes,24104,D,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,2,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",AUD,Graduate Diploma in Theological Studies,Years,Online,,1,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Brisbane,Year,18128,Yes,24104,D,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,2,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",AUD,Graduate Diploma in Theological Studies,Years,Online,,1,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Canberra,Year,18128,Yes,24104,D,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,2,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",AUD,Graduate Diploma in Theological Studies,Years,Online,,1,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Melbourne,Year,18128,Yes,24104,D,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,2,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",AUD,Graduate Diploma in Theological Studies,Years,Online,,1,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,New South Wales,Year,18128,Yes,24104,D,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,2,Yes,Blended,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",PG,Graduate,Yes
English,No,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD). During these concurrent degrees, students will: Specialisation subject units in the clinical psychology stream are:",AUD,Graduate Diploma in Theological Studies,Years,Offline,,4,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Melbourne,Years,27640,Yes,24104,D,https://courses.acu.edu.au/postgraduate/master_of_psychology_clinicaldoctor_of_philosophy,1,Yes,Blended,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD).During these concurrent degrees, students will:Specialisation subject units in the clinical psychology stream are:",PG,Graduate,Yes
English,No,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD). During these concurrent degrees, students will: Specialisation subject units in the clinical psychology stream are:",AUD,Graduate Diploma in Theological Studies,Years,Offline,,4,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,New South Wales,Years,27640,Yes,24104,D,https://courses.acu.edu.au/postgraduate/master_of_psychology_clinicaldoctor_of_philosophy,1,Yes,Blended,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD).During these concurrent degrees, students will:Specialisation subject units in the clinical psychology stream are:",PG,Graduate,Yes
English,No,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD). During these concurrent degrees, students will: Specialisation subject units in the Educational and Developmental psychology stream are:",AUD,Graduate Diploma in Theological Studies,Years,Offline,,4,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Melbourne,Years,27640,Yes,24104,D,https://courses.acu.edu.au/postgraduate/master_of_psychology_educational_and_developmentaldoctor_of_philosophy,1,Yes,Blended,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD).During these concurrent degrees, students will:Specialisation subject units in the clinical psychology stream are:",PG,Graduate,Yes
English,No,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"Finding your specialty is our specialty. Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront. Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey. Choose from: We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",AUD,Master of Business Administration,Years,Offline,,1,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,Melbourne,Year,24500,Yes,32000,A,https://courses.acu.edu.au/postgraduate/master_of_business_administration,1,Yes,Blended,"Finding your specialty is our specialty.Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront.Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey.Choose from:We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",PG,Master,Yes
English,No,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"Finding your specialty is our specialty. Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront. Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey. Choose from: We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",AUD,Master of Business Administration,Years,Offline,,1,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,North Sydney,Year,24500,Yes,32000,A,https://courses.acu.edu.au/postgraduate/master_of_business_administration,1,Yes,Blended,"Finding your specialty is our specialty.Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront.Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey.Choose from:We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",PG,Master,Yes
