Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_or_Unit_2,Subject_or_Unit_3,Subject_or_Unit_4,Subject_or_Unit_5,Subject_or_Unit_6,Subject_or_Unit_7,Subject_or_Unit_8,Subject_or_Unit_9,Subject_or_Unit_10,Subject_or_Unit_11,Subject_or_Unit_12,Subject_or_Unit_13,Subject_or_Unit_14,Subject_or_Unit_15,Subject_or_Unit_16,Subject_or_Unit_17,Subject_or_Unit_18,Subject_or_Unit_19,Subject_or_Unit_20,Subject_or_Unit_21,Subject_or_Unit_22,Subject_or_Unit_23,Subject_or_Unit_24,Subject_or_Unit_25,Subject_or_Unit_26,Subject_or_Unit_27,Subject_or_Unit_28,Subject_or_Unit_29,Subject_or_Unit_30,Subject_or_Unit_31,Subject_or_Unit_32,Subject_or_Unit_33,Subject_or_Unit_34,Subject_or_Unit_35,Subject_or_Unit_36,Subject_or_Unit_37,Subject_or_Unit_38,Subject_or_Unit_39,Subject_or_Unit_40
BA,Macquarie University,North Ryde,Bachelor of Media and Communications with a Major in International Communications is unavailable,Computer Science & Information Technology,,"14,500",AUD,Years,3,Years,No,No,ATAR,75,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-media-and-communications-international-communications,English,N,"Journalists are the eyes and ears of our community. They keep a watchful eye over those who wield power, and the principles that society values integrity, transparency, accountability and decency. The media industry is continuing to evolve, but skilled journalists are in demand across a range of industries, from traditional publishing to universities, business and both government and non-government organisations.
This major develops practical skills in journalism and non-fiction writing as well as critical and analytical skills relating to the role of the media and how news is generated, reported and transformed in the online environment. Your skills will be developed in some of the most up-to-date and cutting edge media facilities and equipment in Australia.",PROFESSIONS: Broadcast journalist. Copy-editor/proofreader. Magazine journalist. Newspaper journalist. Political risk analyst. Public relations manager. Press secretary. Sub-editor. Web content managerEMPLOYERS: Freelancer. Government departments. Magazine publishers. Newspaper publishers. Online content agencies. Private sector organisations. Television broadcasters,Australia,No,No,No,No,No,,Network Cultures,Introduction to Media and Mass Communications,News Media: Facts and Fiction,Media Theory in Practice,"Creative Freedoms: Authorship, Technology, Law",News Media: New Directions,Narrative Journalism,Media Ethics,Forensic Media,Telling True Stories,Photo Media,Media Practice and Production,Music and Arts Journalism,Multimodal Storytelling,"Sex, Death and Politics: Media Representations",Media Technologies,Writing for Love or Money,Media Internship,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Media and Communications with a Major in Interactive Design,Computer Science & Information Technology,,"14,500",AUD,Years,3,Years,Yes,Yes,ATAR,75,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-media-and-communications-interactive-design,English,I,"Study in interactive design uses an interdisciplinary, hands-on approach to developing the key skills needed in this burgeoning field, which merges technical knowledge and aesthetic creativity with a focus on the needs of audiences. Interactive designers make the ordinary into the extraordinary. They bring stories and ideas to life and dazzle audiences with lifelike renderings and the creative application of storytelling technology. 
This major will introduce you to digital and web-based media and will develop your design and production skills. You’ll learn to analyse, evaluate and design for contemporary online media platforms, environments and services. You’ll identify, synthesise and analyse theories and technologies of contemporary web, digital, media and visual design; and you’ll effectively communicate content via interactive media projects. You’ll also gain in-depth knowledge about the structure, ethics and dynamics of digital design, media, visual media and entertainment industries.",PROFESSIONS: Content producer. Designer. Games designer. Social media specialist. Sound producer. Web producerEMPLOYERS: ABC. Advertising agencies. Creative agencies. Design agencies. GameSpot. Gaming companies. Media agencies. Multimedia or digital agencies. Self-employment. Twitter. Web agencies,Australia,No,Yes,No,Yes,No,,Introduction to Video Games,"Creative Freedoms: Authorship, Technology, Law",Media Internship,Media Ethics,Interactive Storytelling,Forensic Media,Cybercultures,Multimodal Storytelling,Media Theory in Practice,Critical Games Studies,Interactive and Digital Arts,Media Practice and Production,"Sex, Death and Politics: Media Representations",Photo Media,Introduction to Media and Mass Communications,Interactive Web Design,Network Cultures,Media Internship,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Medical Sciences with a Major in Analytical Biosciences is unavailable,Computer Science & Information Technology,,"14,500",AUD,Years,3,Years,No,No,ATAR,75,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-medical-sciences-analytical-biosciences,English,N,"Study in interactive design uses an interdisciplinary, hands-on approach to developing the key skills needed in this burgeoning field, which merges technical knowledge and aesthetic creativity with a focus on the needs of audiences. Interactive designers make the ordinary into the extraordinary. They bring stories and ideas to life and dazzle audiences with lifelike renderings and the creative application of storytelling technology. 
This major will introduce you to digital and web-based media and will develop your design and production skills. You’ll learn to analyse, evaluate and design for contemporary online media platforms, environments and services. You’ll identify, synthesise and analyse theories and technologies of contemporary web, digital, media and visual design; and you’ll effectively communicate content via interactive media projects. You’ll also gain in-depth knowledge about the structure, ethics and dynamics of digital design, media, visual media and entertainment industries.",PROFESSIONS: Content producer. Designer. Games designer. Social media specialist. Sound producer. Web producerEMPLOYERS: ABC. Advertising agencies. Creative agencies. Design agencies. GameSpot. Gaming companies. Media agencies. Multimedia or digital agencies. Self-employment. Twitter. Web agencies,Australia,No,No,No,No,No,,Introduction to Video Games,"Creative Freedoms: Authorship, Technology, Law",Media Internship,Media Ethics,Interactive Storytelling,Forensic Media,Cybercultures,Multimodal Storytelling,Media Theory in Practice,Critical Games Studies,Interactive and Digital Arts,Media Practice and Production,"Sex, Death and Politics: Media Representations",Photo Media,Introduction to Media and Mass Communications,Interactive Web Design,Network Cultures,Media Internship,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Medical Sciences with a Major in Anatomy and Physiology,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,85,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-medical-sciences-anatomy-and-physiology,English,I,"This major examines the structure (anatomy) and function (physiology) of the human body using a systems-oriented approach. You’ll learn how to apply physiological and anatomical principles to explain how the human body works in states of health and disease. You’ll develop the knowledge and skills required for further study in health, medicine and medical research. These include how to relate human structure to the function of key systems of the human body, how to identify common system disorders, and how to investigate and evaluate the contribution of behavioural factors to health and the development of disease.","PROFESSIONS: Biotechnologist. Forensic scientist. Health researcher. Histologist. Hospital scientist. Medical researcher. Scientific officer with pharmaceutical, pathology and reproductive technology companiesEMPLOYERS: AMRAD. Children’s Cancer Institute. Children’s Medical Research Institute. Garvan Institute of Medical Research. Government departments. Heart Research Institute. Hospitals. Pharmaceuticals. Universities",Australia,No,Yes,No,Yes,No,,"Anatomy of Head, Neck and Trunk",Neuroscience,Physics for Life Sciences,Genes to Organisms,Advanced Human Physiology,Human Biology,Foundations of Chemical and Biomolecular Sciences 1,Contemporary Health Issues,Introduction to Anatomy,Nervous System,Musculoskeletal System,Introductory Statistics,Medical Sciences Capstone,Foundation in Life Sciences,Cognitive Neuroscience,Biological Data Analysis,Systems Physiology,Clinical Anatomy and Medical Imaging,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Medical Sciences with a Major in Genomics and Medical Informatics,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,85,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-medical-sciences-genomics-and-medical-informatics,English,I,"Technological progress in genetics and computing is revolutionising our understanding of disease origins, processes and treatment. Scientists in this field examine evidence-based medicine within an evolutionary genetic framework, and apply genomics to precision medicine for patient care and to predict and monitor disease development and treatment.
In this major, you’ll gain in-depth knowledge of the molecular basis of global diseases and approaches to current treatments. You’ll set your career on track with the ability to investigate and evaluate current and emerging technologies in genomics, proteomics and metabolomics, and their application in medicine, along with the ability to evaluate ‘omics’ in predicting and monitoring disease development and treatment.","PROFESSIONS: Drug discovery and development researcher. Forensic scientist. Genetic counsellor. Health researcher. Histologist. Hospital scientist. Medical researcher. Pharmacologist. Scientific officer with pharmaceutical, pathology and reproductive technology companiesEMPLOYERS: AMRAD. Astra Pharmaceuticals. Australian Water Technologies. Children’s Cancer Institute. Children’s Medical Research Institute. Garvan Institute of Medical Research. Government departments. Heart Research Institute. Hospitals. Norvet Laboratories. Phytex Australia. IVF Australia. Universities",Australia,No,Yes,No,Yes,No,,Clinical Bioinformatics,Biochemistry and Cell Biology,Genetics,Human Biology,Microbiology and Molecular Biology,Scientific Computing,Translational Biology and Genomics,Molecular Biology and Genomics,Genes to Organisms,Introductory Statistics,Foundations of Chemical and Biomolecular Sciences 1,Introduction to Anatomy,Contemporary Health Issues,Human Genetics and Evolutionary Medicine,Foundation in Life Sciences,Cognitive Neuroscience,Biological Data Analysis,Medical Sciences Capstone,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Medical Sciences with a Major in Infectious Disease and Biosecurity,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,85,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-medical-sciences-infectious-disease-and-biosecurity,English,I,"Infectious disease and biosecurity are two of the most pressing scientific issues facing society. Global change is a driving force for emerging infectious disease. A growing human population, increased global connectivity, urbanisation, climate change and intensive farming practices are examples of changes that create a greater connection between people, animals, plants and the disease agents each carry. These connections create opportunities for emergence of infectious disease. Biosecurity is how we prevent and control for emerging infectious disease, and is a means to protecting the planet’s resources.
This major explores the effects of human activity and global change as drivers of emerging infectious diseases, and will equip you with the knowledge and skills to tackle these major issues. You’ll study the significance of the intersection between humans and the environment, wildlife and domestic animals in disease dynamics, and how this is relevant to health biosecurity. You’ll develop skills in applying disease transmission theory to epidemiology, in the lab and in devising a biosecurity response plan. And your ability to communicate infectious disease and biosecurity concepts competently in a range of modes will boost your career prospects.",PROFESSIONS: Biosecurity officer. Health researcher. Histologist. Hospital scientist. Infectious disease adviser. Medical researcher. Scientific officer with pathology and pharmaceutical companiesEMPLOYERS: Astra Pharmaceuticals. Australian blood service. Australian Water Technologies. Children’s Cancer Institute. Children’s Medical Research Institute. Garvan Institute of Medical Research. Government departments and health agencies. Heart Research Institute. Hospitals. Norvet Laboratories. Phytex Australia. Universities,Australia,No,Yes,No,Yes,No,,Organisms to Ecosystems,Human Biology,Ecology,Foundation in Life Sciences,Applied and Medical Microbiology,Foundations of Chemical and Biomolecular Sciences 1,Contemporary Health Issues,Medical Sciences Capstone,Genes to Organisms,Principles in Health and Disease 2,Microbiology and Molecular Biology,Introduction to Anatomy,Principles in Health and Disease 1,Introductory Statistics,Cognitive Neuroscience,Genetics,Ecology and Evolution of Emerging Infectious Diseases,Biological Data Analysis,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Medical Sciences with a Major in Medicinal Chemistry,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,85,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-medical-sciences-medicinal-chemistry,English,I,"Medicinal chemistry embodies the application of molecular sciences to the discovery, design and synthesis of new medicines (drugs). It combines a solid foundation of chemistry with contemporary biology, biochemistry and pharmacology.  
In this major, you’ll explore the interaction of drugs or drug leads with biological targets at a molecular level, methods of drug discovery, rational drug design and development, and the mechanisms of action of specific classes of drugs including antibacterial, anticancer and neuroactive drugs. You’ll be equipped to design new potent and selective pharmaceutical agents to address global health issues with independent research skills, and you’ll develop capabilities to analyse how drugs work at a molecular level. And you’ll boost your future career possibilities with the ability to communicate all of these medicinal chemistry concepts competently in a range of modes.","PROFESSIONS: Drug discovery and development researcher. Forensic scientist. Genetic counsellor. Health researcher. Histologist. Hospital scientist. Medical researcher. Pharmacologist. Scientific officer with pharmaceutical, pathology and reproductive technology companiesEMPLOYERS: Astra Pharmaceuticals. Australian Water Technologies. Children’s Cancer Institute. Children’s Medical Research Institute. CSIRO. Garvan Institute of Medical Research. Government departments. Heart Research Institute. Hospitals. Norvet Laboratories. Phytex Australia. IVF Australia. Universities",Australia,No,Yes,No,Yes,No,,Introductory Statistics,Human Biology,Foundations of Chemical and Biomolecular Sciences 2,Foundations of Chemical and Biomolecular Sciences 1,Contemporary Health Issues,Biological Data Analysis,Analysis and Measurement,Advanced Analysis and Measurement,Medical Sciences Capstone,Introduction to Anatomy,Synthesis,Genes to Organisms,Medicinal Chemistry,Advanced Synthesis,Pharmacology Fundamentals,Cognitive Neuroscience,Biochemistry and Cell Biology,Foundation in Life Sciences,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Medical Sciences with a Major in Neuroscience,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,85,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-medical-sciences-neuroscience,English,I,"Neuroscience is the study of all aspects of the nervous system, from the cells that form it to the actions and behaviours it produces. It brings together studies in biology, chemistry and physics with those in behaviour, anatomy and physiology. Neuroscientists seek to improve our understanding of the brain and the body, how they function and the health issues that affect them. 
This major covers the structure of the nervous system, how it operates at the cellular level through to the whole system, and the common pathologies that affect it. You’ll learn about the nervous system from developmental, molecular and cellular, behavioural and cognitive neuroscience perspectives, and you’ll explore the interactions between the nervous system and other systems of the body. You’ll also learn about the common injuries and pathologies that affect the nervous system, and how they are treated now and how this could change in the future.",PROFESSIONS: Clinical research assistant. Genetic counsellor (after further study). Laboratory technician. Medical doctor (after further study). Medical technician (after further study). Neuroimaging technician (after further study). Pharmaceutical sales representative. Research scientist (after further study). Science communication officer. Science journalist. Science writer (after further study)EMPLOYERS: Hospitals. Medical or scientific publications. Newspapers. Pharmaceutical companies. Research institutions. Universities,Australia,No,Yes,No,Yes,No,,Contemporary Health Issues,Foundation in Life Sciences,Nervous System,Genes to Organisms,Biological Data Analysis,Introduction to Neuroscience 1,Foundations of Chemical and Biomolecular Sciences 1,Neurophysiology,Cellular and Molecular Neuroscience,Clinical Neuroscience,Introduction to Anatomy,Cognitive Neuroscience,Neuroanatomy,Human Biology,Neuroscience,Neuropsychology in Clinical Practice,Introductory Statistics,Medical Sciences Capstone,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Science with a Specialisation in Applied Statistics is unavailable,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,No,No,ATAR,85,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-science-applied-statistics,English,N,"Neuroscience is the study of all aspects of the nervous system, from the cells that form it to the actions and behaviours it produces. It brings together studies in biology, chemistry and physics with those in behaviour, anatomy and physiology. Neuroscientists seek to improve our understanding of the brain and the body, how they function and the health issues that affect them. 
This major covers the structure of the nervous system, how it operates at the cellular level through to the whole system, and the common pathologies that affect it. You’ll learn about the nervous system from developmental, molecular and cellular, behavioural and cognitive neuroscience perspectives, and you’ll explore the interactions between the nervous system and other systems of the body. You’ll also learn about the common injuries and pathologies that affect the nervous system, and how they are treated now and how this could change in the future.",PROFESSIONS: Clinical research assistant. Genetic counsellor (after further study). Laboratory technician. Medical doctor (after further study). Medical technician (after further study). Neuroimaging technician (after further study). Pharmaceutical sales representative. Research scientist (after further study). Science communication officer. Science journalist. Science writer (after further study)EMPLOYERS: Hospitals. Medical or scientific publications. Newspapers. Pharmaceutical companies. Research institutions. Universities,Australia,No,No,No,No,No,,Contemporary Health Issues,Foundation in Life Sciences,Nervous System,Genes to Organisms,Biological Data Analysis,Introduction to Neuroscience 1,Foundations of Chemical and Biomolecular Sciences 1,Neurophysiology,Cellular and Molecular Neuroscience,Clinical Neuroscience,Introduction to Anatomy,Cognitive Neuroscience,Neuroanatomy,Human Biology,Neuroscience,Neuropsychology in Clinical Practice,Introductory Statistics,Medical Sciences Capstone,Language in Use,I Chinese Studies 2,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Science with a Major in Astronomy and Astrophysics,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,75,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-science-astronomy-and-astrophysics,English,I,"Astronomy examines the universe via the light received from it. Astrophysics uses the laws of physics to interpret astronomical phenomena, and determine the origin and evolution of the cosmos. Professionals in this field explore our understanding of celestial objects – such as planets, stars and galaxies – and the methods through which we have gained this insight.
In this major, you’ll develop the ability to independently and creatively solve problems by applying core physical principles, and relevant mathematical and computational techniques. You’ll learn to manipulate data sets using standard astronomical software packages. And you’ll be able to provide analytical solutions to astrophysical problems through the manipulation of equations describing physical principles and by developing customised computer programs.","PROFESSIONS: Astronomical research and instrumentation specialist. Computing and modelling adviser. Education adviser. Industrial researcher. Patent attorney. Remote sensing specialist. Scientific policy officer. Scientific researcherEMPLOYERS: Banks and financial institutions. Consulting firms. CSIRO. Defence and defence industries. Education institutions. Energy companies. Government agencies. High-tech companies. Hospitals and labs. NASA, European Southern Observatory and other major observatories. Overseas science and technology organisations. Universities",Australia,No,Yes,Yes,Yes,No,,PACE Experience in Biological Sciences,Molecular Sciences Project,Statistical Concepts for Science,Making Science Work for You and Society: Capstone,Psychological Science: Putting Theory into Practice,Astrophysics of Radiation and Stars,Electromagnetism and Relativity,Classical and Quantum Oscillations and Waves,Introductory Statistics,Modern Mechanics,PACE in Earth and Environmental Sciences,Observational Astronomy,Professional Practice for Mathematical Sciences,Electric and Magnetic Interactions,Mathematical Concepts for Science,Professional Experience in Physics and Astronomy,Extragalactic Astronomy and Cosmology,Data Science Techniques in Astrophysics,Scientific Computing,Engaging the Community in Science,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Science with a Major in Biology,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,75,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-science-biology,English,I,"Biology is the science of life – the study of all living things. It encompasses diverse subdisciplines, including cell and developmental biology, behaviour, biodiversity, conservation, ecology, genetics, microbiology, anatomy and physiology.
This major links structure with function and processes that influence the ecology and evolution of organisms. You’ll consider taxa ranging from microbes to fungi, plants and animals, with a focus on Australia’s unique biodiversity. Following our philosophy of learning by doing, you’ll learn to apply your knowledge and skills, with foundational quantitative methods, to independently analyse, research and creatively solve problems. You’ll be equipped to adapt and thrive in future enterprises and employment with skills such as working collaboratively on industry- and research-related projects, and effectively communicating scientific concepts in multiple modes to a range of audiences.","PROFESSIONS: Animal keeper. Aquarist. Biotechnologist. Captive breeder. Ecological consultant. Ecotourism operator. Education officer. Environmental officer. Food industry quality control adviser. Genetic counsellor. Greenhouse/garden curator. Land manager. Natural resource manager. Quarantine inspector. Ranger. Research technician. Science teacher. Scientific researcher. Statistical analyst. Wildlife managerEMPLOYERS: Area health services. Australian Museum. Australian Quarantine and Inspection Service. Biotech Australia. Children’s Medical Research Institute. Consultancy firms. Environmental protection authorities. Local government. Patent offices. PharmaTox. Research organisations, eg, universities and CSIRO. State government agencies, eg, Department of Planning and Environment, National Parks and Wildlife Service, Office of Environment and Heritage. Sydney Catchment Authority. Taronga Zoo",Australia,No,Yes,Yes,Yes,No,,PACE Experience in Biological Sciences,Scientific Computing,Invertebrate Biology and Behaviour,Professional Practice for Mathematical Sciences,Psychological Science: Putting Theory into Practice,Life Processes,Mathematical Concepts for Science,Molecular Sciences Project,Genes to Organisms,Genetics,Professional Experience in Physics and Astronomy,Engaging the Community in Science,Making Science Work for You and Society: Capstone,Organisms to Ecosystems,Statistical Concepts for Science,PACE in Earth and Environmental Sciences,Ecology,Plant Biology,Vertebrate Biology and Behaviour,Introductory Statistics,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
BA,Macquarie University,North Ryde,Bachelor of Science with a Major in Chemistry,Computer Science & Information Technology,,"7,950",AUD,Years,3,Years,Yes,Yes,ATAR,75,IELTS,6.5,https://courses.mq.edu.au/2021/domestic/undergraduate/bachelor-of-science-chemistry,English,I,"Chemistry is a branch of science concerned with the synthesis, analysis, reactions and properties of molecules.
This major focuses on modern chemical principles and practice, including the synthesis and identification of substances. Chemistry’s application to environmental, health, materials and biological challenges form a key part of this specialisation. You’ll learn how to apply chemistry principles and concepts, from its testable and contestable nature to theoretical and practical problems and tasks.",PROFESSIONS: Agricultural researcher. Chemical analyst. Education adviser. Forensics adviser. Manufacturing and processing manager. Mining manager. Pharmaceutical researcher. Product development manager. Scientific policy officer. Scientific researcher. Teacher (after further study)EMPLOYERS: Agricultural agencies. Banks and financial institutions. Biotech companies. Consulting firms. Education institutions. Energy companies. Government agencies. Hospitals. Medical research centres. Mining companies. Pharmaceutical companies,Australia,No,Yes,Yes,Yes,No,,Engaging the Community in Science,Foundations of Chemical and Biomolecular Sciences 2,Analysis and Measurement,Introductory Statistics,Advanced Synthesis,Mathematical Concepts for Science,Making Science Work for You and Society: Capstone,Medicinal Chemistry,Statistical Concepts for Science,Professional Experience in Physics and Astronomy,Professional Practice for Mathematical Sciences,Psychological Science: Putting Theory into Practice,PACE in Earth and Environmental Sciences,Molecular Sciences Project,Advanced Analysis and Measurement,Foundations of Chemical and Biomolecular Sciences 1,Synthesis,Scientific Computing,Physical Chemistry I,PACE Experience in Biological Sciences,Algorithms and Data Structures,Data Privacy and Information Security,Applied Cryptography,Web Technology,Applications Modelling and Development,Introduction to Computer Programming,Introduction to Database Design and Management,Secure Applications Development,Student Leadership in Community Engagement,Financial Statement Analysis,Applied Portfolio Management,Information Systems and Business Processes,Psychological Science: Putting Theory into Practice,International Exchange Experience,International Studies Internship,C German Studies 4,Civil and Criminal Procedure,Competition Law,International Human Rights Law,Law and Technology
